Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
Variable Write,context=Main#main:1,scan=java.util.Scanner (id=47)
Variable Write,context=Main#main:1,n=8
New Object,object=int[]:1
Field Write,context=int[]:1,0=0
Field Write,context=int[]:1,1=0
Field Write,context=int[]:1,2=0
Field Write,context=int[]:1,3=0
Field Write,context=int[]:1,4=0
Field Write,context=int[]:1,5=0
Field Write,context=int[]:1,6=0
Variable Write,context=Main#main:1,h=int[]:1
Variable Write,context=Main#main:1,i=0
Variable Write,context=Main#main:1,y=71
Variable Write,context=Main#main:1,h=int[]:1
Variable Write,context=Main#main:1,h=int[]:1
Variable Write,context=Main#main:1,h=int[]:1
Variable Write,context=Main#main:1,h=int[]:1
Variable Write,context=Main#main:1,h=int[]:1
Variable Write,context=Main#main:1,h=int[]:1
Field Write,context=int[]:1,6=1
Variable Write,context=Main#main:1,h=int[]:1
Variable Write,context=Main#main:1,i=1
Variable Write,context=Main#main:1,y=34
Variable Write,context=Main#main:1,h=int[]:1
Variable Write,context=Main#main:1,h=int[]:1
Variable Write,context=Main#main:1,h=int[]:1
Variable Write,context=Main#main:1,h=int[]:1
Variable Write,context=Main#main:1,i=2
Variable Write,context=Main#main:1,y=65
Variable Write,context=Main#main:1,h=int[]:1
Variable Write,context=Main#main:1,h=int[]:1
Variable Write,context=Main#main:1,h=int[]:1
Variable Write,context=Main#main:1,h=int[]:1
Variable Write,context=Main#main:1,h=int[]:1
Variable Write,context=Main#main:1,h=int[]:1
Field Write,context=int[]:1,3=1
Field Write,context=int[]:1,6=2
Variable Write,context=Main#main:1,h=int[]:1
Variable Write,context=Main#main:1,i=3
Variable Write,context=Main#main:1,y=11
Variable Write,context=Main#main:1,h=int[]:1
Variable Write,context=Main#main:1,h=int[]:1
Variable Write,context=Main#main:1,i=4
Variable Write,context=Main#main:1,y=41
Variable Write,context=Main#main:1,h=int[]:1
Variable Write,context=Main#main:1,h=int[]:1
