Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
Variable Write,context=Main#main:1,sc=java.util.Scanner (id=363)
New Object,object=java.lang.String[]:2
Field Write,context=java.lang.String[]:2,0=i
Field Write,context=java.lang.String[]:2,1=((,),(,))
Field Write,context=java.lang.String[]:2,2=((,(,)),)
Variable Write,context=Main#main:1,s=java.lang.String[]:2
Method Call,caller=Main#main:1,target=Main$BinaryTree#valueOf:1
Variable Write,context=Main$BinaryTree#valueOf:1,s=((,),(,))
Method Call,caller=Main$BinaryTree#valueOf:1,target=Main$BinaryTree#valueOf:1
New Object,object=char[]:1
Field Write,context=char[]:1,0=(
Field Write,context=char[]:1,1=(
Field Write,context=char[]:1,2=,main,31,Main.java:31,Field Write,context=char[]:1,3=)
Field Write,context=char[]:1,4=,main,33,Main.java:31,Field Write,context=char[]:1,5=(
Field Write,context=char[]:1,6=,main,35,Main.java:31,Field Write,context=char[]:1,7=)
Field Write,context=char[]:1,8=)
Variable Write,context=Main$BinaryTree#valueOf:1,s=char[]:1
Variable Write,context=Main$BinaryTree#valueOf:1,i=0
Variable Write,context=Main$BinaryTree#valueOf:1,left=0
Variable Write,context=Main$BinaryTree#valueOf:1,i=1
Method Call,caller=Main$BinaryTree#valueOf:1,target=Main$BinaryTree#valueOf:2
Variable Write,context=Main$BinaryTree#valueOf:2,s=char[]:1
Variable Write,context=Main$BinaryTree#valueOf:2,i=1
Variable Write,context=Main$BinaryTree#valueOf:2,left=1
Variable Write,context=Main$BinaryTree#valueOf:2,i=2
Method Call,caller=Main$BinaryTree#valueOf:2,target=Main$BinaryTree#valueOf:3
Variable Write,context=Main$BinaryTree#valueOf:3,s=char[]:1
Variable Write,context=Main$BinaryTree#valueOf:3,i=2
Variable Write,context=Main$BinaryTree#valueOf:3,left=2
Variable Write,context=Main$BinaryTree#valueOf:3,result=null
Method Exit,returner=Main$BinaryTree#valueOf:3,value=null
