Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
Variable Write,context=Main#main:1,sc=java.util.Scanner (id=47)
Variable Write,context=Main#main:1,list=java.util.ArrayList (id=48)
Variable Write,context=Main#main:1,str=1,20
New Object,object=java.lang.String[]:2
Field Write,context=java.lang.String[]:2,0=1
Field Write,context=java.lang.String[]:2,1=20
Variable Write,context=Main#main:1,d=java.lang.String[]:2
Variable Write,context=Main#main:1,ids=1
Variable Write,context=Main#main:1,anss=20
New Object,object=Data:1
Method Call,caller=Main#main:1,target=Data:1#Data:1
Variable Write,context=Data:1#Data:1,id=1
Variable Write,context=Data:1#Data:1,ans=20
Field Write,context=Data:1,id=1
Field Write,context=Data:1,ans=20
Method Exit,returner=Data:1#Data:1,value=<void>
Variable Delete,method=Main#main:1 <name=str,type=java.lang.String (id=25),value=<?>,index=3>
Variable Delete,method=Main#main:1 <name=d,type=java.lang.String[] (id=59),value=<?>,index=4>
Variable Delete,method=Main#main:1 <name=ids,type=int (id=7),value=<?>,index=5>
Variable Delete,method=Main#main:1 <name=anss,type=int (id=7),value=<?>,index=6>
Variable Write,context=Main#main:1,str=2,20
New Object,object=java.lang.String[]:3
Field Write,context=java.lang.String[]:3,0=2
Field Write,context=java.lang.String[]:3,1=20
Variable Write,context=Main#main:1,d=java.lang.String[]:3
Variable Write,context=Main#main:1,ids=2
Variable Write,context=Main#main:1,anss=20
New Object,object=Data:2
Method Call,caller=Main#main:1,target=Data:2#Data:2
Variable Write,context=Data:2#Data:2,id=2
Variable Write,context=Data:2#Data:2,ans=20
Field Write,context=Data:2,id=2
Field Write,context=Data:2,ans=20
Method Exit,returner=Data:2#Data:2,value=<void>
Variable Delete,method=Main#main:1 <name=str,type=java.lang.String (id=25),value=<?>,index=3>
Variable Delete,method=Main#main:1 <name=d,type=java.lang.String[] (id=59),value=<?>,index=4>
Variable Delete,method=Main#main:1 <name=ids,type=int (id=7),value=<?>,index=5>
