Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
Variable Write,context=Main#main:1,sc=java.util.Scanner (id=363)
Variable Write,context=Main#main:1,m=3
New Object,object=int[]:1
Field Write,context=int[]:1,0=0
Field Write,context=int[]:1,1=0
Field Write,context=int[]:1,2=0
Field Write,context=int[]:1,3=0
Variable Write,context=Main#main:1,next=int[]:1
New Object,object=boolean[]:1
Field Write,context=boolean[]:1,0=false
Field Write,context=boolean[]:1,1=false
Field Write,context=boolean[]:1,2=false
Field Write,context=boolean[]:1,3=false
Variable Write,context=Main#main:1,base=boolean[]:1
Variable Write,context=Main#main:1,I=1
Variable Write,context=Main#main:1,J=3
Variable Write,context=Main#main:1,flag=true
Variable Write,context=Main#main:1,cur=3
Variable Write,context=Main#main:1,cur=-1
Variable Delete,method=Main#main:1 <name=cur,type=int (id=7),value=<?>,index=8>
Variable Write,context=Main#main:1,cur=1
Variable Write,context=Main#main:1,i=1
Variable Write,context=Main#main:1,i=2
Variable Write,context=Main#main:1,i=3
Variable Delete,method=Main#main:1 <name=i,type=int (id=7),value=<?>,index=10>
Field Write,context=boolean[]:1,0=true
Field Write,context=boolean[]:1,1=true
Field Write,context=boolean[]:1,2=true
Field Write,context=boolean[]:1,3=true
Variable Write,context=Main#main:1,base=boolean[]:1
Variable Write,context=Main#main:1,old=1
Variable Write,context=Main#main:1,cur=-1
Field Write,context=int[]:1,0=-1
Field Write,context=int[]:1,1=-1
Field Write,context=int[]:1,2=-1
Field Write,context=int[]:1,3=-1
Variable Write,context=Main#main:1,next=int[]:1
Variable Delete,method=Main#main:1 <name=old,type=int (id=7),value=<?>,index=11>
Variable Delete,method=Main#main:1 <name=cur,type=int (id=7),value=<?>,index=9>
Variable Write,context=Main#main:1,limit=3
Field Write,context=int[]:1,3=1
Variable Write,context=Main#main:1,next=int[]:1
Field Write,context=boolean[]:1,1=false
Variable Write,context=Main#main:1,base=boolean[]:1
