Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
New Object,object=Main:1
Method Call,caller=Main#main:1,target=Main:1#Main:1
Method Exit,returner=Main:1#Main:1,value=<void>
Method Call,caller=Main#main:1,target=Main:1#run:1
Variable Write,context=Main:1#run:1,EPS=1.0E-6
Variable Write,context=Main:1#run:1,sc=java.util.Scanner (id=364)
Variable Write,context=Main:1#run:1,n=8
New Object,object=Main$P[]:1
Field Write,context=Main$P[]:1,0=null
Field Write,context=Main$P[]:1,1=null
Field Write,context=Main$P[]:1,2=null
Field Write,context=Main$P[]:1,3=null
Field Write,context=Main$P[]:1,4=null
Field Write,context=Main$P[]:1,5=null
Field Write,context=Main$P[]:1,6=null
Field Write,context=Main$P[]:1,7=null
Variable Write,context=Main:1#run:1,p=Main$P[]:1
New Object,object=Main$P:1
Method Call,caller=Main:1#run:1,target=Main$P:1#Main$P:1
Variable Write,context=Main$P:1#Main$P:1,x=60
Variable Write,context=Main$P:1#Main$P:1,y=70
Field Write,context=Main$P:1,x=60
Field Write,context=Main$P:1,y=70
Method Exit,returner=Main$P:1#Main$P:1,value=<void>
New Object,object=Main$P:2
Method Call,caller=Main:1#run:1,target=Main$P:2#Main$P:2
Variable Write,context=Main$P:2#Main$P:2,x=20
Variable Write,context=Main$P:2#Main$P:2,y=40
Field Write,context=Main$P:2,x=20
Field Write,context=Main$P:2,y=40
Method Exit,returner=Main$P:2#Main$P:2,value=<void>
New Object,object=Main$P:3
Method Call,caller=Main:1#run:1,target=Main$P:3#Main$P:3
Variable Write,context=Main$P:3#Main$P:3,x=50
Variable Write,context=Main$P:3#Main$P:3,y=50
Field Write,context=Main$P:3,x=50
Field Write,context=Main$P:3,y=50
Method Exit,returner=Main$P:3#Main$P:3,value=<void>
New Object,object=Main$P:4
Method Call,caller=Main:1#run:1,target=Main$P:4#Main$P:4
Variable Write,context=Main$P:4#Main$P:4,x=70
Variable Write,context=Main$P:4#Main$P:4,y=10
