Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
New Object,object=Main:1
Method Call,caller=Main#main:1,target=Main:1#Main:1
Method Exit,returner=Main:1#Main:1,value=<void>
Method Call,caller=Main#main:1,target=Main:1#solve:1
Variable Write,context=Main:1#solve:1,sc=java.util.Scanner (id=48)
Variable Write,context=Main:1#solve:1,n=2
Variable Write,context=Main:1#solve:1,n=1
New Object,object=char[]:1
Field Write,context=char[]:1,0=4
Field Write,context=char[]:1,1=-
Field Write,context=char[]:1,2=2
Field Write,context=char[]:1,3=*
Field Write,context=char[]:1,4=3
Field Write,context=char[]:1,5==
Field Write,context=Main:1,in=char[]:1
Field Write,context=Main:1,p=0
Method Call,caller=Main:1#solve:1,target=Main:1#expr:1
Method Call,caller=Main:1#expr:1,target=Main:1#term:1
Method Call,caller=Main:1#term:1,target=Main:1#factor:1
Field Read,context=Main:1,in
Field Read,context=Main:1,p
Method Call,caller=Main:1#factor:1,target=Main:1#digit:1
Variable Write,context=Main:1#digit:1,res=0
Field Read,context=Main:1,in
Field Read,context=Main:1,p
Field Read,context=Main:1,in
Field Read,context=Main:1,p
Variable Write,context=Main:1#digit:1,res=4
Field Read,context=Main:1,p
Field Write,context=Main:1,p=1
Field Read,context=Main:1,in
Field Read,context=Main:1,p
Variable Write,context=Main:1#digit:1,result=4
Method Exit,returner=Main:1#digit:1,value=4
Variable Write,context=Main:1#factor:1,result=4
Method Exit,returner=Main:1#factor:1,value=4
Variable Write,context=Main:1#term:1,a=4
Field Read,context=Main:1,in
Field Read,context=Main:1,p
Field Read,context=Main:1,in
Field Read,context=Main:1,p
Variable Write,context=Main:1#term:1,result=4
Method Exit,returner=Main:1#term:1,value=4
Variable Write,context=Main:1#expr:1,a=4
Field Read,context=Main:1,in
Field Read,context=Main:1,p
Field Read,context=Main:1,in
Field Read,context=Main:1,p
Field Read,context=Main:1,in
Field Read,context=Main:1,p
Variable Write,context=Main:1#expr:1,boo=false
