Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
Variable Write,context=Main#main:1,sc=java.util.Scanner (id=47)
New Object,object=java.lang.String[]:2
Field Write,context=java.lang.String[]:2,0=afkpuz
Field Write,context=java.lang.String[]:2,1=bglqv.
Field Write,context=java.lang.String[]:2,2=chmrw?
Field Write,context=java.lang.String[]:2,3=dinsx!
Field Write,context=java.lang.String[]:2,4=ejoty
Variable Write,context=Main#main:1,l=java.lang.String[]:2
Variable Write,context=Main#main:1,m=341143514535
Variable Write,context=Main#main:1,a=
Variable Write,context=Main#main:1,i=0
Variable Write,context=Main#main:1,x=2
Variable Write,context=Main#main:1,y=3
Variable Write,context=Main#main:1,a=n
Variable Write,context=Main#main:1,i=2
Variable Delete,method=Main#main:1 <name=x,type=int (id=7),value=<?>,index=6>
Variable Delete,method=Main#main:1 <name=y,type=int (id=7),value=<?>,index=7>
Variable Write,context=Main#main:1,x=0
Variable Write,context=Main#main:1,y=0
Variable Write,context=Main#main:1,a=na
Variable Write,context=Main#main:1,i=4
Variable Delete,method=Main#main:1 <name=x,type=int (id=7),value=<?>,index=6>
Variable Delete,method=Main#main:1 <name=y,type=int (id=7),value=<?>,index=7>
Variable Write,context=Main#main:1,x=3
Variable Write,context=Main#main:1,y=2
Variable Write,context=Main#main:1,a=nar
Variable Write,context=Main#main:1,i=6
Variable Delete,method=Main#main:1 <name=x,type=int (id=7),value=<?>,index=6>
Variable Delete,method=Main#main:1 <name=y,type=int (id=7),value=<?>,index=7>
Variable Write,context=Main#main:1,x=4
Variable Write,context=Main#main:1,y=0
Variable Write,context=Main#main:1,a=naru
Variable Write,context=Main#main:1,i=8
Variable Delete,method=Main#main:1 <name=x,type=int (id=7),value=<?>,index=6>
Variable Delete,method=Main#main:1 <name=y,type=int (id=7),value=<?>,index=7>
Variable Write,context=Main#main:1,x=3
Variable Write,context=Main#main:1,y=4
Variable Write,context=Main#main:1,a=narut
