Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
Variable Write,context=Main#main:1,in=java.util.Scanner (id=47)
Variable Write,context=Main#main:1,E=java.util.ArrayDeque (id=48)
Variable Write,context=Main#main:1,T=java.util.ArrayDeque (id=51)
Variable Write,context=Main#main:1,N=2
Variable Write,context=Main#main:1,i=0
New Object,object=time:1
Method Call,caller=Main#main:1,target=time:1#time:1
Field Write,context=time:1,h=0
Field Write,context=time:1,m=0
Method Exit,returner=time:1#time:1,value=<void>
Variable Write,context=Main#main:1,t=time:1
Field Write,context=time:1,h=9
Field Write,context=time:1,m=8
Variable Write,context=Main#main:1,i=1
Variable Delete,method=Main#main:1 <name=t,type=time (id=98),value=<?>,index=6>
New Object,object=time:2
Method Call,caller=Main#main:1,target=time:2#time:2
Field Write,context=time:2,h=0
Field Write,context=time:2,m=0
Method Exit,returner=time:2#time:2,value=<void>
Variable Write,context=Main#main:1,t=time:2
Field Write,context=time:2,h=15
Field Write,context=time:2,m=59
Variable Delete,method=Main#main:1 <name=t,type=time (id=98),value=<?>,index=6>
Variable Delete,method=Main#main:1 <name=i,type=int (id=7),value=<?>,index=5>
Variable Write,context=Main#main:1,M=1
Variable Write,context=Main#main:1,i=0
New Object,object=time:3
Method Call,caller=Main#main:1,target=time:3#time:3
Field Write,context=time:3,h=0
Field Write,context=time:3,m=0
Method Exit,returner=time:3#time:3,value=<void>
Variable Write,context=Main#main:1,t=time:3
Field Write,context=time:3,h=8
Field Write,context=time:3,m=27
Variable Delete,method=Main#main:1 <name=t,type=time (id=98),value=<?>,index=9>
Variable Delete,method=Main#main:1 <name=i,type=int (id=7),value=<?>,index=8>
Variable Write,context=Main#main:1,MG=java.util.ArrayDeque (id=57)
Variable Write,context=Main#main:1,e=time:1
Variable Write,context=Main#main:1,t=time:3
Field Read,context=time:1,h
Field Read,context=time:1,m
Field Read,context=time:3,h
Field Read,context=time:3,m
Field Read,context=time:1,h
Field Read,context=time:1,m
Field Read,context=time:3,h
Field Read,context=time:3,m
Variable Delete,method=Main#main:1 <name=e,type=time (id=98),value=<?>,index=11>
Variable Delete,method=Main#main:1 <name=t,type=time (id=98),value=<?>,index=12>
Variable Write,context=Main#main:1,size=3
Variable Write,context=Main#main:1,i=0
Variable Write,context=Main#main:1,t=time:3
Field Read,context=time:3,h
Field Read,context=time:3,m
Variable Write,context=Main#main:1,i=1
Variable Delete,method=Main#main:1 <name=t,type=time (id=98),value=<?>,index=15>
Variable Write,context=Main#main:1,t=time:1
Field Read,context=time:1,h
Field Read,context=time:1,m
Variable Delete,method=Main#main:1 <name=t,type=time (id=98),value=<?>,index=15>
Field Read,context=time:2,h
Field Read,context=time:2,m
Variable Delete,method=Main#main:1 <name=i,type=int (id=7),value=<?>,index=14>
Method Exit,returner=Main#main:1,value=<void>
Thread End,
