Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
Variable Write,context=Main#main:1,ROCK=1
Variable Write,context=Main#main:1,SCISSORS=2
Variable Write,context=Main#main:1,sc=java.util.Scanner (id=47)
New Object,object=int[]:1
Field Write,context=int[]:1,0=0
Field Write,context=int[]:1,1=0
Field Write,context=int[]:1,2=0
Field Write,context=int[]:1,3=0
Field Write,context=int[]:1,4=0
Variable Write,context=Main#main:1,hands=int[]:1
Variable Write,context=Main#main:1,set=java.util.HashSet (id=50)
Variable Write,context=Main#main:1,i=0
Variable Write,context=Main#main:1,temp=1
Field Write,context=int[]:1,0=1
Variable Write,context=Main#main:1,hands=int[]:1
Variable Write,context=Main#main:1,i=1
Variable Delete,method=Main#main:1 <name=temp,type=int (id=7),value=0,index=7>
Variable Write,context=Main#main:1,temp=2
Field Write,context=int[]:1,1=2
Variable Write,context=Main#main:1,hands=int[]:1
Variable Write,context=Main#main:1,i=2
Variable Delete,method=Main#main:1 <name=temp,type=int (id=7),value=0,index=7>
Variable Write,context=Main#main:1,temp=3
Field Write,context=int[]:1,2=3
Variable Write,context=Main#main:1,hands=int[]:1
Variable Write,context=Main#main:1,i=3
Variable Delete,method=Main#main:1 <name=temp,type=int (id=7),value=0,index=7>
Variable Write,context=Main#main:1,temp=2
Field Write,context=int[]:1,3=2
Variable Write,context=Main#main:1,hands=int[]:1
Variable Write,context=Main#main:1,i=4
Variable Delete,method=Main#main:1 <name=temp,type=int (id=7),value=0,index=7>
Variable Write,context=Main#main:1,temp=1
Field Write,context=int[]:1,4=1
Variable Write,context=Main#main:1,hands=int[]:1
Variable Delete,method=Main#main:1 <name=temp,type=int (id=7),value=0,index=7>
Variable Delete,method=Main#main:1 <name=i,type=int (id=7),value=0,index=6>
Variable Write,context=Main#main:1,i=0
Variable Write,context=Main#main:1,i=1
Variable Write,context=Main#main:1,i=2
Variable Write,context=Main#main:1,i=3
Variable Write,context=Main#main:1,i=4
Variable Delete,method=Main#main:1 <name=i,type=int (id=7),value=<?>,index=8>
New Object,object=int[]:2
Field Write,context=int[]:2,0=0
Field Write,context=int[]:2,1=0
Field Write,context=int[]:2,2=0
Field Write,context=int[]:2,3=0
Field Write,context=int[]:2,4=0
Variable Write,context=Main#main:1,hands=int[]:2
Variable Delete,method=Main#main:1 <name=set,type=java.util.HashSet (unresolved),value=java.util.HashSet (id=56),index=5>
Variable Write,context=Main#main:1,set=java.util.HashSet (id=54)
Variable Write,context=Main#main:1,i=0
Variable Write,context=Main#main:1,temp=1
Field Write,context=int[]:2,0=1
Variable Write,context=Main#main:1,hands=int[]:2
Variable Write,context=Main#main:1,i=1
Variable Delete,method=Main#main:1 <name=temp,type=int (id=7),value=0,index=7>
Variable Write,context=Main#main:1,temp=2
Field Write,context=int[]:2,1=2
Variable Write,context=Main#main:1,hands=int[]:2
Variable Write,context=Main#main:1,i=2
Variable Delete,method=Main#main:1 <name=temp,type=int (id=7),value=0,index=7>
Variable Write,context=Main#main:1,temp=2
Field Write,context=int[]:2,2=2
Variable Write,context=Main#main:1,hands=int[]:2
Variable Write,context=Main#main:1,i=3
Variable Delete,method=Main#main:1 <name=temp,type=int (id=7),value=0,index=7>
Variable Write,context=Main#main:1,temp=2
Field Write,context=int[]:2,3=2
Variable Write,context=Main#main:1,hands=int[]:2
Variable Write,context=Main#main:1,i=4
Variable Delete,method=Main#main:1 <name=temp,type=int (id=7),value=0,index=7>
Variable Write,context=Main#main:1,temp=1
Field Write,context=int[]:2,4=1
Variable Write,context=Main#main:1,hands=int[]:2
Variable Delete,method=Main#main:1 <name=temp,type=int (id=7),value=0,index=7>
Variable Delete,method=Main#main:1 <name=i,type=int (id=7),value=0,index=6>
Variable Write,context=Main#main:1,temp=1
Variable Write,context=Main#main:1,temp=2
Variable Write,context=Main#main:1,temp=2
Variable Write,context=Main#main:1,temp=2
Variable Write,context=Main#main:1,temp=1
Variable Delete,method=Main#main:1 <name=hands,type=int[] (id=77),value=int[]:3,index=4>
Variable Delete,method=Main#main:1 <name=set,type=java.util.HashSet (unresolved),value=java.util.HashSet (id=56),index=5>
Variable Delete,method=Main#main:1 <name=temp,type=int (id=7),value=<?>,index=11>
New Object,object=int[]:3
Field Write,context=int[]:3,0=0
Field Write,context=int[]:3,1=0
Field Write,context=int[]:3,2=0
Field Write,context=int[]:3,3=0
Field Write,context=int[]:3,4=0
Variable Write,context=Main#main:1,hands=int[]:3
Variable Write,context=Main#main:1,set=java.util.HashSet (id=56)
Variable Write,context=Main#main:1,i=0
Variable Write,context=Main#main:1,temp=0
Method Exit,returner=Main#main:1,value=<void>
Thread End,
