Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
Variable Write,context=Main#main:1,sc=java.util.Scanner (id=363)
Variable Write,context=Main#main:1,W=4
Variable Write,context=Main#main:1,H=3
Variable Write,context=Main#main:1,N=3
Variable Write,context=Main#main:1,j=0
New Object,object=int[]:1
Field Write,context=int[]:1,0=0
Field Write,context=int[]:1,1=0
Field Write,context=int[]:1,2=0
Variable Write,context=Main#main:1,x=int[]:1
New Object,object=int[]:2
Field Write,context=int[]:2,0=0
Field Write,context=int[]:2,1=0
Field Write,context=int[]:2,2=0
Variable Write,context=Main#main:1,y=int[]:2
Variable Write,context=Main#main:1,c=0
Variable Write,context=Main#main:1,i=0
Field Write,context=int[]:1,0=1
Variable Write,context=Main#main:1,x=int[]:1
Field Write,context=int[]:2,0=1
Variable Write,context=Main#main:1,y=int[]:2
Variable Write,context=Main#main:1,i=1
Field Write,context=int[]:1,1=3
Variable Write,context=Main#main:1,x=int[]:1
Field Write,context=int[]:2,1=3
Variable Write,context=Main#main:1,y=int[]:2
Variable Write,context=Main#main:1,i=2
Field Write,context=int[]:1,2=4
Variable Write,context=Main#main:1,x=int[]:1
Field Write,context=int[]:2,2=1
Variable Write,context=Main#main:1,y=int[]:2
Variable Write,context=Main#main:1,i=3
Field Write,context=int[]:1,0=2
Variable Write,context=Main#main:1,x=int[]:1
Field Write,context=int[]:2,0=2
Variable Write,context=Main#main:1,y=int[]:2
Variable Write,context=Main#main:1,c=1
Field Write,context=int[]:1,0=3
Variable Write,context=Main#main:1,x=int[]:1
Field Write,context=int[]:2,0=3
Variable Write,context=Main#main:1,y=int[]:2
Variable Write,context=Main#main:1,c=2
Variable Write,context=Main#main:1,j=1
Field Write,context=int[]:1,1=4
Variable Write,context=Main#main:1,x=int[]:1
Field Write,context=int[]:2,1=2
Variable Write,context=Main#main:1,y=int[]:2
Variable Write,context=Main#main:1,c=4
Field Write,context=int[]:2,1=1
Variable Write,context=Main#main:1,y=int[]:2
Variable Write,context=Main#main:1,c=5
Variable Write,context=Main#main:1,j=2
Method Exit,returner=Main#main:1,value=<void>
Thread End,
