Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#<clinit>:1
Field Write,context=Main,sc=java.util.Scanner (id=362)
Method Exit,returner=Main#<clinit>:1,value=<void>
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
Field Read,context=Main,sc
Variable Write,context=Main#main:1,N=3
Field Read,context=Main,sc
Variable Write,context=Main#main:1,Q=2
New Object,object=Main$Node:1
Method Call,caller=Main#main:1,target=Main$Node:1#Main$Node:1
Variable Write,context=Main$Node:1#Main$Node:1,x1=-1000000
Variable Write,context=Main$Node:1#Main$Node:1,y1=-1000000
Variable Write,context=Main$Node:1#Main$Node:1,z1=-1000000
Variable Write,context=Main$Node:1#Main$Node:1,x2=1000000
Variable Write,context=Main$Node:1#Main$Node:1,y2=1000000
Variable Write,context=Main$Node:1#Main$Node:1,z2=1000000
Field Write,context=Main$Node:1,x1=-1000000
Field Write,context=Main$Node:1,y1=-1000000
Field Write,context=Main$Node:1,z1=-1000000
Field Write,context=Main$Node:1,x2=1000000
Field Write,context=Main$Node:1,y2=1000000
Field Write,context=Main$Node:1,z2=1000000
Method Exit,returner=Main$Node:1#Main$Node:1,value=<void>
Variable Write,context=Main#main:1,tree=Main$Node:1
Variable Write,context=Main#main:1,i=0
Field Read,context=Main,sc
Variable Write,context=Main#main:1,X=0
Field Read,context=Main,sc
Variable Write,context=Main#main:1,Y=0
Field Read,context=Main,sc
Variable Write,context=Main#main:1,Z=0
New Object,object=Main$P:1
Method Call,caller=Main#main:1,target=Main$P:1#Main$P:1
Variable Write,context=Main$P:1#Main$P:1,z=0
Variable Write,context=Main$P:1#Main$P:1,y=0
Variable Write,context=Main$P:1#Main$P:1,x=0
Field Write,context=Main$P:1,x=0
Field Write,context=Main$P:1,y=0
Field Write,context=Main$P:1,z=0
Method Exit,returner=Main$P:1#Main$P:1,value=<void>
Method Call,caller=Main#main:1,target=Main$Node:1#add:1
Variable Write,context=Main$Node:1#add:1,p=Main$P:1
Method Call,caller=Main$Node:1#add:1,target=Main$Node:1#leaf:1
Field Read,context=Main$Node:1,x2
Field Read,context=Main$Node:1,x1
Variable Write,context=Main$Node:1#leaf:1,result=false
Method Exit,returner=Main$Node:1#leaf:1,value=false
Method Call,caller=Main$Node:1#add:1,target=Main$Node:1#index:1
Variable Write,context=Main$Node:1#index:1,p=Main$P:1
Variable Write,context=Main$Node:1#index:1,ret=0
Field Read,context=Main$P:1,x
Field Read,context=Main$Node:1,x1
Field Read,context=Main$Node:1,x2
Variable Write,context=Main$Node:1#index:1,ret=0
Field Read,context=Main$P:1,y
Field Read,context=Main$Node:1,y1
Field Read,context=Main$Node:1,y2
Variable Write,context=Main$Node:1#index:1,ret=0
Field Read,context=Main$P:1,z
Field Read,context=Main$Node:1,z1
Field Read,context=Main$Node:1,z2
Variable Write,context=Main$Node:1#index:1,ret=0
Variable Write,context=Main$Node:1#index:1,result=0
Method Exit,returner=Main$Node:1#index:1,value=0
Variable Write,context=Main$Node:1#add:1,ind=0
Field Read,context=Main$Node:1,child
New Object,object=Main$Node[]:1
Field Write,context=Main$Node[]:1,0=null
Field Write,context=Main$Node[]:1,1=null
Field Write,context=Main$Node[]:1,2=null
Field Write,context=Main$Node[]:1,3=null
Field Write,context=Main$Node[]:1,4=null
Field Write,context=Main$Node[]:1,5=null
Field Write,context=Main$Node[]:1,6=null
Field Write,context=Main$Node[]:1,7=null
Field Write,context=Main$Node:1,child=Main$Node[]:1
Field Read,context=Main$Node:1,x1
Field Read,context=Main$Node:1,x1
Field Read,context=Main$Node:1,x2
Field Read,context=Main$Node:1,x2
New Object,object=int[]:1
Field Write,context=int[]:1,0=-1000000
Field Write,context=int[]:1,1=0
Field Write,context=int[]:1,2=1000000
Variable Write,context=Main$Node:1#add:1,nx=int[]:1
Field Read,context=Main$Node:1,y1
Field Read,context=Main$Node:1,y1
Field Read,context=Main$Node:1,y2
Field Read,context=Main$Node:1,y2
New Object,object=int[]:2
Field Write,context=int[]:2,0=-1000000
Field Write,context=int[]:2,1=0
Field Write,context=int[]:2,2=1000000
Variable Write,context=Main$Node:1#add:1,ny=int[]:2
Field Read,context=Main$Node:1,z1
Field Read,context=Main$Node:1,z1
Field Read,context=Main$Node:1,z2
Field Read,context=Main$Node:1,z2
New Object,object=int[]:3
Field Write,context=int[]:3,0=-1000000
Field Write,context=int[]:3,1=0
Field Write,context=int[]:3,2=1000000
Variable Write,context=Main$Node:1#add:1,nz=int[]:3
Variable Write,context=Main$Node:1#add:1,i=0
Variable Write,context=Main$Node:1#add:1,j=0
Variable Write,context=Main$Node:1#add:1,k=0
Field Read,context=Main$Node:1,child
New Object,object=Main$Node:2
Method Call,caller=Main$Node:1#add:1,target=Main$Node:2#Main$Node:2
Variable Write,context=Main$Node:2#Main$Node:2,x1=-1000000
Variable Write,context=Main$Node:2#Main$Node:2,y1=-1000000
Variable Write,context=Main$Node:2#Main$Node:2,z1=-1000000
Variable Write,context=Main$Node:2#Main$Node:2,x2=0
Variable Write,context=Main$Node:2#Main$Node:2,y2=0
Variable Write,context=Main$Node:2#Main$Node:2,z2=0
Field Write,context=Main$Node:2,x1=-1000000
Field Write,context=Main$Node:2,y1=-1000000
Field Write,context=Main$Node:2,z1=-1000000
Field Write,context=Main$Node:2,x2=0
Field Write,context=Main$Node:2,y2=0
Field Write,context=Main$Node:2,z2=0
Method Exit,returner=Main$Node:2#Main$Node:2,value=<void>
Field Write,context=Main$Node[]:1,0=Main$Node:2
Variable Write,context=Main$Node:1#add:1,k=1
Field Read,context=Main$Node:1,child
New Object,object=Main$Node:3
Method Call,caller=Main$Node:1#add:1,target=Main$Node:3#Main$Node:3
Variable Write,context=Main$Node:3#Main$Node:3,x1=-1000000
Variable Write,context=Main$Node:3#Main$Node:3,y1=-1000000
Variable Write,context=Main$Node:3#Main$Node:3,z1=0
Variable Write,context=Main$Node:3#Main$Node:3,x2=0
Variable Write,context=Main$Node:3#Main$Node:3,y2=0
Variable Write,context=Main$Node:3#Main$Node:3,z2=1000000
Field Write,context=Main$Node:3,x1=-1000000
Field Write,context=Main$Node:3,y1=-1000000
Field Write,context=Main$Node:3,z1=0
Field Write,context=Main$Node:3,x2=0
Field Write,context=Main$Node:3,y2=0
Field Write,context=Main$Node:3,z2=1000000
Method Exit,returner=Main$Node:3#Main$Node:3,value=<void>
Field Write,context=Main$Node[]:1,1=Main$Node:3
Variable Write,context=Main$Node:1#add:1,j=1
Variable Delete,method=Main$Node:1#add:1 <name=k,type=int (id=7),value=<?>,index=7>
Variable Write,context=Main$Node:1#add:1,k=0
Field Read,context=Main$Node:1,child
New Object,object=Main$Node:4
Method Call,caller=Main$Node:1#add:1,target=Main$Node:4#Main$Node:4
Variable Write,context=Main$Node:4#Main$Node:4,x1=-1000000
Variable Write,context=Main$Node:4#Main$Node:4,y1=0
Variable Write,context=Main$Node:4#Main$Node:4,z1=-1000000
Variable Write,context=Main$Node:4#Main$Node:4,x2=0
Variable Write,context=Main$Node:4#Main$Node:4,y2=1000000
Variable Write,context=Main$Node:4#Main$Node:4,z2=0
Field Write,context=Main$Node:4,x1=-1000000
Field Write,context=Main$Node:4,y1=0
Field Write,context=Main$Node:4,z1=-1000000
Field Write,context=Main$Node:4,x2=0
Field Write,context=Main$Node:4,y2=1000000
Field Write,context=Main$Node:4,z2=0
Method Exit,returner=Main$Node:4#Main$Node:4,value=<void>
Field Write,context=Main$Node[]:1,2=Main$Node:4
Variable Write,context=Main$Node:1#add:1,k=1
Field Read,context=Main$Node:1,child
New Object,object=Main$Node:5
Method Call,caller=Main$Node:1#add:1,target=Main$Node:5#Main$Node:5
Variable Write,context=Main$Node:5#Main$Node:5,x1=-1000000
Variable Write,context=Main$Node:5#Main$Node:5,y1=0
Variable Write,context=Main$Node:5#Main$Node:5,z1=0
Variable Write,context=Main$Node:5#Main$Node:5,x2=0
Variable Write,context=Main$Node:5#Main$Node:5,y2=1000000
Variable Write,context=Main$Node:5#Main$Node:5,z2=1000000
Field Write,context=Main$Node:5,x1=-1000000
Field Write,context=Main$Node:5,y1=0
Field Write,context=Main$Node:5,z1=0
Field Write,context=Main$Node:5,x2=0
Field Write,context=Main$Node:5,y2=1000000
Field Write,context=Main$Node:5,z2=1000000
Method Exit,returner=Main$Node:5#Main$Node:5,value=<void>
Field Write,context=Main$Node[]:1,3=Main$Node:5
Variable Delete,method=Main$Node:1#add:1 <name=k,type=int (id=7),value=<?>,index=7>
Variable Write,context=Main$Node:1#add:1,i=1
Variable Delete,method=Main$Node:1#add:1 <name=j,type=int (id=7),value=<?>,index=6>
Variable Write,context=Main$Node:1#add:1,j=0
Variable Write,context=Main$Node:1#add:1,k=0
Field Read,context=Main$Node:1,child
New Object,object=Main$Node:6
Method Call,caller=Main$Node:1#add:1,target=Main$Node:6#Main$Node:6
Variable Write,context=Main$Node:6#Main$Node:6,x1=0
Variable Write,context=Main$Node:6#Main$Node:6,y1=-1000000
Variable Write,context=Main$Node:6#Main$Node:6,z1=-1000000
Variable Write,context=Main$Node:6#Main$Node:6,x2=1000000
Variable Write,context=Main$Node:6#Main$Node:6,y2=0
Variable Write,context=Main$Node:6#Main$Node:6,z2=0
Field Write,context=Main$Node:6,x1=0
Field Write,context=Main$Node:6,y1=-1000000
Field Write,context=Main$Node:6,z1=-1000000
Field Write,context=Main$Node:6,x2=1000000
Field Write,context=Main$Node:6,y2=0
Field Write,context=Main$Node:6,z2=0
Method Exit,returner=Main$Node:6#Main$Node:6,value=<void>
Field Write,context=Main$Node[]:1,4=Main$Node:6
Variable Write,context=Main$Node:1#add:1,k=1
Field Read,context=Main$Node:1,child
New Object,object=Main$Node:7
Method Call,caller=Main$Node:1#add:1,target=Main$Node:7#Main$Node:7
Variable Write,context=Main$Node:7#Main$Node:7,x1=0
Variable Write,context=Main$Node:7#Main$Node:7,y1=-1000000
Variable Write,context=Main$Node:7#Main$Node:7,z1=0
Variable Write,context=Main$Node:7#Main$Node:7,x2=1000000
Variable Write,context=Main$Node:7#Main$Node:7,y2=0
Variable Write,context=Main$Node:7#Main$Node:7,z2=1000000
Field Write,context=Main$Node:7,x1=0
Field Write,context=Main$Node:7,y1=-1000000
Field Write,context=Main$Node:7,z1=0
Field Write,context=Main$Node:7,x2=1000000
Field Write,context=Main$Node:7,y2=0
Field Write,context=Main$Node:7,z2=1000000
Method Exit,returner=Main$Node:7#Main$Node:7,value=<void>
Field Write,context=Main$Node[]:1,5=Main$Node:7
Variable Write,context=Main$Node:1#add:1,j=1
Variable Delete,method=Main$Node:1#add:1 <name=k,type=int (id=7),value=<?>,index=7>
Variable Write,context=Main$Node:1#add:1,k=0
Field Read,context=Main$Node:1,child
New Object,object=Main$Node:8
Method Call,caller=Main$Node:1#add:1,target=Main$Node:8#Main$Node:8
Variable Write,context=Main$Node:8#Main$Node:8,x1=0
Variable Write,context=Main$Node:8#Main$Node:8,y1=0
Variable Write,context=Main$Node:8#Main$Node:8,z1=-1000000
Variable Write,context=Main$Node:8#Main$Node:8,x2=1000000
Variable Write,context=Main$Node:8#Main$Node:8,y2=1000000
Variable Write,context=Main$Node:8#Main$Node:8,z2=0
Field Write,context=Main$Node:8,x1=0
Field Write,context=Main$Node:8,y1=0
Field Write,context=Main$Node:8,z1=-1000000
Field Write,context=Main$Node:8,x2=1000000
Field Write,context=Main$Node:8,y2=1000000
Field Write,context=Main$Node:8,z2=0
Method Exit,returner=Main$Node:8#Main$Node:8,value=<void>
Field Write,context=Main$Node[]:1,6=Main$Node:8
Variable Write,context=Main$Node:1#add:1,k=1
Field Read,context=Main$Node:1,child
New Object,object=Main$Node:9
Method Call,caller=Main$Node:1#add:1,target=Main$Node:9#Main$Node:9
Variable Write,context=Main$Node:9#Main$Node:9,x1=0
Variable Write,context=Main$Node:9#Main$Node:9,y1=0
Variable Write,context=Main$Node:9#Main$Node:9,z1=0
Variable Write,context=Main$Node:9#Main$Node:9,x2=1000000
Variable Write,context=Main$Node:9#Main$Node:9,y2=1000000
Variable Write,context=Main$Node:9#Main$Node:9,z2=1000000
Field Write,context=Main$Node:9,x1=0
Field Write,context=Main$Node:9,y1=0
Field Write,context=Main$Node:9,z1=0
Field Write,context=Main$Node:9,x2=1000000
Field Write,context=Main$Node:9,y2=1000000
Field Write,context=Main$Node:9,z2=1000000
Method Exit,returner=Main$Node:9#Main$Node:9,value=<void>
Field Write,context=Main$Node[]:1,7=Main$Node:9
Variable Delete,method=Main$Node:1#add:1 <name=k,type=int (id=7),value=<?>,index=7>
Variable Delete,method=Main$Node:1#add:1 <name=j,type=int (id=7),value=<?>,index=6>
Field Read,context=Main$Node:1,child
Method Call,caller=Main$Node:1#add:1,target=Main$Node:2#add:2
Variable Write,context=Main$Node:2#add:2,p=Main$P:1
Method Call,caller=Main$Node:2#add:2,target=Main$Node:2#leaf:2
Field Read,context=Main$Node:2,x2
Field Read,context=Main$Node:2,x1
Variable Write,context=Main$Node:2#leaf:2,result=false
Method Exit,returner=Main$Node:2#leaf:2,value=false
