Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#<clinit>:1
Field Write,context=Main,INPUT=
Method Exit,returner=Main#<clinit>:1,value=<void>
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
Field Read,context=Main,INPUT
Field Write,context=Main,is=java.io.BufferedInputStream (id=343)
Field Write,context=Main,out=java.io.PrintWriter (id=344)
New Object,object=Main:1
Method Call,caller=Main#main:1,target=Main:1#Main:1
Method Exit,returner=Main:1#Main:1,value=<void>
Method Call,caller=Main#main:1,target=Main:1#solver:1
Method Call,caller=Main:1#solver:1,target=Main#ni:1
Variable Write,context=Main#ni:1,num=0
Variable Write,context=Main#ni:1,minus=false
Field Read,context=Main,is
Variable Write,context=Main#ni:1,num=50
Variable Write,context=Main#ni:1,num=2
Field Read,context=Main,is
Variable Write,context=Main#ni:1,b=32
Variable Write,context=Main#ni:1,result=2
Method Exit,returner=Main#ni:1,value=2
Variable Write,context=Main:1#solver:1,N=2
Method Call,caller=Main:1#solver:1,target=Main#ni:2
Variable Write,context=Main#ni:2,num=0
Variable Write,context=Main#ni:2,minus=false
Field Read,context=Main,is
Variable Write,context=Main#ni:2,num=50
Variable Write,context=Main#ni:2,num=2
Field Read,context=Main,is
Variable Write,context=Main#ni:2,b=13
Variable Write,context=Main#ni:2,result=2
Method Exit,returner=Main#ni:2,value=2
Variable Write,context=Main:1#solver:1,M=2
New Object,object=Main$WeightedUnionFind:1
Method Call,caller=Main:1#solver:1,target=Main$WeightedUnionFind:1#Main$WeightedUnionFind:1
Variable Write,context=Main$WeightedUnionFind:1#Main$WeightedUnionFind:1,n=2
New Object,object=int[]:1
Field Write,context=int[]:1,0=0
Field Write,context=int[]:1,1=0
Field Write,context=Main$WeightedUnionFind:1,par=int[]:1
New Object,object=long[]:1
Field Write,context=long[]:1,0=0
Field Write,context=long[]:1,1=0
Field Write,context=Main$WeightedUnionFind:1,wd=long[]:1
Field Read,context=Main$WeightedUnionFind:1,par
Method Exit,returner=Main$WeightedUnionFind:1#Main$WeightedUnionFind:1,value=<void>
Variable Write,context=Main:1#solver:1,uf=Main$WeightedUnionFind:1
Variable Write,context=Main:1#solver:1,i=0
Method Call,caller=Main:1#solver:1,target=Main#ns:1
Method Call,caller=Main#ns:1,target=Main#skip:1
Field Read,context=Main,is
Field Read,context=Main,is
Variable Write,context=Main#skip:1,b=33
Variable Write,context=Main#skip:1,result=33
Method Exit,returner=Main#skip:1,value=33
Variable Write,context=Main#ns:1,b=33
Variable Write,context=Main#ns:1,sb=java.lang.StringBuilder (id=352)
Field Read,context=Main,is
Variable Write,context=Main#ns:1,b=32
Variable Write,context=Main#ns:1,result=!
Method Exit,returner=Main#ns:1,value=!
Variable Write,context=Main:1#solver:1,s=!
Method Call,caller=Main:1#solver:1,target=Main#ni:3
Variable Write,context=Main#ni:3,num=0
Variable Write,context=Main#ni:3,minus=false
Field Read,context=Main,is
Variable Write,context=Main#ni:3,num=49
Variable Write,context=Main#ni:3,num=1
Field Read,context=Main,is
Variable Write,context=Main#ni:3,b=32
Variable Write,context=Main#ni:3,result=1
Method Exit,returner=Main#ni:3,value=1
Variable Write,context=Main:1#solver:1,x=0
Method Call,caller=Main:1#solver:1,target=Main#ni:4
Variable Write,context=Main#ni:4,num=0
Variable Write,context=Main#ni:4,minus=false
Field Read,context=Main,is
Variable Write,context=Main#ni:4,num=50
Variable Write,context=Main#ni:4,num=2
Field Read,context=Main,is
Variable Write,context=Main#ni:4,b=32
Variable Write,context=Main#ni:4,result=2
Method Exit,returner=Main#ni:4,value=2
Variable Write,context=Main:1#solver:1,y=1
Method Call,caller=Main:1#solver:1,target=Main#nl:1
Variable Write,context=Main#nl:1,num=0
Variable Write,context=Main#nl:1,minus=false
Field Read,context=Main,is
Variable Write,context=Main#nl:1,num=49
Variable Write,context=Main#nl:1,num=1
Field Read,context=Main,is
Variable Write,context=Main#nl:1,b=13
Variable Write,context=Main#nl:1,result=1
Method Exit,returner=Main#nl:1,value=1
Variable Write,context=Main:1#solver:1,w=1
Method Call,caller=Main:1#solver:1,target=Main$WeightedUnionFind:1#union:1
Variable Write,context=Main$WeightedUnionFind:1#union:1,w=1
Variable Write,context=Main$WeightedUnionFind:1#union:1,y=1
Variable Write,context=Main$WeightedUnionFind:1#union:1,x=0
Method Call,caller=Main$WeightedUnionFind:1#union:1,target=Main$WeightedUnionFind:1#weight:1
Variable Write,context=Main$WeightedUnionFind:1#weight:1,x=0
Method Call,caller=Main$WeightedUnionFind:1#weight:1,target=Main$WeightedUnionFind:1#find:1
Variable Write,context=Main$WeightedUnionFind:1#find:1,x=0
Field Read,context=Main$WeightedUnionFind:1,par
Variable Write,context=Main$WeightedUnionFind:1#find:1,result=0
Method Exit,returner=Main$WeightedUnionFind:1#find:1,value=0
Field Read,context=Main$WeightedUnionFind:1,wd
Variable Write,context=Main$WeightedUnionFind:1#weight:1,result=0
Method Exit,returner=Main$WeightedUnionFind:1#weight:1,value=0
Method Call,caller=Main$WeightedUnionFind:1#union:1,target=Main$WeightedUnionFind:1#weight:2
Variable Write,context=Main$WeightedUnionFind:1#weight:2,x=1
Method Call,caller=Main$WeightedUnionFind:1#weight:2,target=Main$WeightedUnionFind:1#find:2
Variable Write,context=Main$WeightedUnionFind:1#find:2,x=1
Field Read,context=Main$WeightedUnionFind:1,par
Variable Write,context=Main$WeightedUnionFind:1#find:2,result=1
Method Exit,returner=Main$WeightedUnionFind:1#find:2,value=1
Field Read,context=Main$WeightedUnionFind:1,wd
Variable Write,context=Main$WeightedUnionFind:1#weight:2,result=0
Method Exit,returner=Main$WeightedUnionFind:1#weight:2,value=0
Variable Write,context=Main$WeightedUnionFind:1#union:1,w=1
Method Call,caller=Main$WeightedUnionFind:1#union:1,target=Main$WeightedUnionFind:1#find:3
Variable Write,context=Main$WeightedUnionFind:1#find:3,x=0
Field Read,context=Main$WeightedUnionFind:1,par
Variable Write,context=Main$WeightedUnionFind:1#find:3,result=0
Method Exit,returner=Main$WeightedUnionFind:1#find:3,value=0
Variable Write,context=Main$WeightedUnionFind:1#union:1,x=0
Method Call,caller=Main$WeightedUnionFind:1#union:1,target=Main$WeightedUnionFind:1#find:4
Variable Write,context=Main$WeightedUnionFind:1#find:4,x=1
Field Read,context=Main$WeightedUnionFind:1,par
Variable Write,context=Main$WeightedUnionFind:1#find:4,result=1
Method Exit,returner=Main$WeightedUnionFind:1#find:4,value=1
Variable Write,context=Main$WeightedUnionFind:1#union:1,y=1
Field Read,context=Main$WeightedUnionFind:1,par
Field Read,context=Main$WeightedUnionFind:1,par
Field Read,context=Main$WeightedUnionFind:1,par
Field Read,context=Main$WeightedUnionFind:1,par
Field Write,context=int[]:1,0=-2
Field Write,context=int[]:1,1=-1
