Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
New Object,object=Main:1
Method Call,caller=Main#main:1,target=Main:1#Main:1
Field Write,context=Main:1,kbd=java.util.Scanner (id=364)
Method Exit,returner=Main:1#Main:1,value=<void>
Method Call,caller=Main#main:1,target=Main:1#run:1
Field Read,context=Main:1,kbd
Field Read,context=Main:1,kbd
Variable Write,context=Main:1#run:1,n=3
Field Write,context=Main:1,con=java.util.HashMap (id=365)
Variable Write,context=Main:1#run:1,ans=java.lang.StringBuffer (id=366)
Variable Write,context=Main:1#run:1,n=2
Field Read,context=Main:1,con
Field Read,context=Main:1,kbd
Field Read,context=Main:1,kbd
Variable Write,context=Main:1#run:1,n=1
Field Read,context=Main:1,con
Field Read,context=Main:1,kbd
Field Read,context=Main:1,kbd
Variable Write,context=Main:1#run:1,n=0
Field Read,context=Main:1,con
Field Read,context=Main:1,kbd
Field Read,context=Main:1,kbd
Variable Write,context=Main:1#run:1,n=-1
Field Read,context=Main:1,kbd
Variable Write,context=Main:1#run:1,n=10
Variable Write,context=Main:1#run:1,n=9
Field Read,context=Main:1,kbd
Variable Write,context=Main:1#run:1,a=A
Field Read,context=Main:1,con
Field Read,context=Main:1,con
Variable Write,context=Main:1#run:1,n=8
Variable Delete,method=Main:1#run:1 <name=a,type=java.lang.String (id=25),value=A,index=4>
Field Read,context=Main:1,kbd
Variable Write,context=Main:1#run:1,a=B
Field Read,context=Main:1,con
Variable Write,context=Main:1#run:1,n=7
Variable Delete,method=Main:1#run:1 <name=a,type=java.lang.String (id=25),value=A,index=4>
Field Read,context=Main:1,kbd
Variable Write,context=Main:1#run:1,a=C
Field Read,context=Main:1,con
Variable Write,context=Main:1#run:1,n=6
Variable Delete,method=Main:1#run:1 <name=a,type=java.lang.String (id=25),value=A,index=4>
Field Read,context=Main:1,kbd
Variable Write,context=Main:1#run:1,a=0
Field Read,context=Main:1,con
Field Read,context=Main:1,con
