Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
Variable Write,context=Main#main:1,scan=java.util.Scanner (id=363)
New Object,object=int[]:1
Field Write,context=int[]:1,0=1
Field Write,context=int[]:1,1=2
Field Write,context=int[]:1,2=3
Field Write,context=int[]:1,3=4
Field Write,context=int[]:1,4=5
Field Write,context=int[]:1,5=6
Variable Write,context=Main#main:1,xi=int[]:1
Variable Write,context=Main#main:1,n=4
Variable Write,context=Main#main:1,minX=10
Variable Write,context=Main#main:1,maxX=10
Variable Write,context=Main#main:1,minY=10
Variable Write,context=Main#main:1,maxY=10
New Object,object=int[]:2
Field Write,context=int[]:2,0=0
Field Write,context=int[]:2,1=0
Field Write,context=int[]:2,2=0
Field Write,context=int[]:2,3=0
Field Write,context=int[]:2,4=0
Field Write,context=int[]:2,5=0
Variable Write,context=Main#main:1,out=int[]:2
New Object,object=int[][][]:1
Field Write,context=int[][][]:1,0=int[][21] (id=369)
Field Write,context=int[][][]:1,1=int[][21] (id=370)
Variable Write,context=Main#main:1,ans=int[][][]:1
Variable Write,context=Main#main:1,i=0
Variable Write,context=Main#main:1,posX=10
Variable Write,context=Main#main:1,posY=10
Variable Write,context=Main#main:1,t=6
Variable Write,context=Main#main:1,f=4
Method Call,caller=Main#main:1,target=Dice#north:1
Variable Write,context=Dice#north:1,arrayDice=int[]:1
Variable Write,context=Dice#north:1,swap=1
Field Write,context=int[]:1,0=2
Variable Write,context=Dice#north:1,arrayDice=int[]:1
Field Write,context=int[]:1,1=6
Variable Write,context=Dice#north:1,arrayDice=int[]:1
Field Write,context=int[]:1,5=5
Variable Write,context=Dice#north:1,arrayDice=int[]:1
Field Write,context=int[]:1,4=1
Variable Write,context=Dice#north:1,arrayDice=int[]:1
Variable Write,context=Dice#north:1,result=int[]:1
Method Exit,returner=Dice#north:1,value=int[]:1
Variable Write,context=Main#main:1,xi=int[]:1
Method Call,caller=Main#main:1,target=Dice#north:2
