Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
New Object,object=ContestScanner:1
Method Call,caller=Main#main:1,target=ContestScanner:1#ContestScanner:1
Field Write,context=ContestScanner:1,reader=java.io.BufferedReader (id=345)
Method Exit,returner=ContestScanner:1#ContestScanner:1,value=<void>
Variable Write,context=Main#main:1,in=ContestScanner:1
Method Call,caller=Main#main:1,target=ContestScanner:1#nextInt:1
Method Call,caller=ContestScanner:1#nextInt:1,target=ContestScanner:1#nextLong:1
Method Call,caller=ContestScanner:1#nextLong:1,target=ContestScanner:1#nextToken:1
Field Read,context=ContestScanner:1,line
Field Read,context=ContestScanner:1,reader
New Object,object=java.lang.String[]:2
Field Write,context=java.lang.String[]:2,0=300
Field Write,context=java.lang.String[]:2,1=10
Field Write,context=java.lang.String[]:2,2=8
Field Write,context=java.lang.String[]:2,3=5
Field Write,context=ContestScanner:1,line=java.lang.String[]:2
Field Write,context=ContestScanner:1,idx=0
Field Read,context=ContestScanner:1,line
Field Read,context=ContestScanner:1,idx
Field Write,context=ContestScanner:1,idx=1
Variable Write,context=ContestScanner:1#nextToken:1,result=300
Method Exit,returner=ContestScanner:1#nextToken:1,value=300
Variable Write,context=ContestScanner:1#nextLong:1,result=300
Method Exit,returner=ContestScanner:1#nextLong:1,value=300
Variable Write,context=ContestScanner:1#nextInt:1,result=300
Method Exit,returner=ContestScanner:1#nextInt:1,value=300
Variable Write,context=Main#main:1,m=300
Method Call,caller=Main#main:1,target=ContestScanner:1#nextInt:2
Method Call,caller=ContestScanner:1#nextInt:2,target=ContestScanner:1#nextLong:2
Method Call,caller=ContestScanner:1#nextLong:2,target=ContestScanner:1#nextToken:2
Field Read,context=ContestScanner:1,line
Field Read,context=ContestScanner:1,line
Field Read,context=ContestScanner:1,idx
Field Read,context=ContestScanner:1,line
Field Read,context=ContestScanner:1,idx
Field Write,context=ContestScanner:1,idx=2
Variable Write,context=ContestScanner:1#nextToken:2,result=10
