Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
New Object,object=Main:1
Method Call,caller=Main#main:1,target=Main:1#Main:1
Method Exit,returner=Main:1#Main:1,value=<void>
Method Call,caller=Main#main:1,target=Main:1#run:1
Variable Write,context=Main:1#run:1,b=true
Variable Write,context=Main:1#run:1,reader=java.io.BufferedReader (id=343)
Method Call,caller=Main:1#run:1,target=Main:1#runOnce:1
Variable Write,context=Main:1#runOnce:1,reader=java.io.BufferedReader (id=343)
