Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
New Object,object=Main:1
Method Call,caller=Main#main:1,target=Main:1#Main:1
Field Write,context=Main:1,INF=16777216
Field Write,context=Main:1,EPS=1.0E-8
Method Exit,returner=Main:1#Main:1,value=<void>
Method Call,caller=Main#main:1,target=Main:1#doit:1
Variable Write,context=Main:1#doit:1,sc=java.util.Scanner (id=364)
Field Write,context=Main:1,n=6
Field Read,context=Main:1,n
Field Read,context=Main:1,n
New Object,object=java.awt.geom.Point2D[]:1
Field Write,context=java.awt.geom.Point2D[]:1,0=null
Field Write,context=java.awt.geom.Point2D[]:1,1=null
Field Write,context=java.awt.geom.Point2D[]:1,2=null
Field Write,context=java.awt.geom.Point2D[]:1,3=null
Field Write,context=java.awt.geom.Point2D[]:1,4=null
Field Write,context=java.awt.geom.Point2D[]:1,5=null
Variable Write,context=Main:1#doit:1,data=java.awt.geom.Point2D[]:1
Variable Write,context=Main:1#doit:1,ylist=java.util.HashSet (id=367)
Field Read,context=Main:1,n
Variable Write,context=Main:1#doit:1,i=0
Variable Write,context=Main:1#doit:1,x=0
Variable Write,context=Main:1#doit:1,y=0
Field Write,context=java.awt.geom.Point2D[]:1,0=java.awt.geom.Point2D$Double (id=369)
Variable Write,context=Main:1#doit:1,data=java.awt.geom.Point2D[]:1
Field Read,context=Main:1,n
Variable Write,context=Main:1#doit:1,i=1
Variable Delete,method=Main:1#doit:1 <name=x,type=int (id=7),value=<?>,index=4>
Variable Delete,method=Main:1#doit:1 <name=y,type=int (id=7),value=<?>,index=5>
Variable Write,context=Main:1#doit:1,x=3
Variable Write,context=Main:1#doit:1,y=4
Field Write,context=java.awt.geom.Point2D[]:1,1=java.awt.geom.Point2D$Double (id=372)
Variable Write,context=Main:1#doit:1,data=java.awt.geom.Point2D[]:1
Field Read,context=Main:1,n
Variable Write,context=Main:1#doit:1,i=2
