Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
Variable Write,context=Main#main:1,sc=java.util.Scanner (id=363)
Variable Write,context=Main#main:1,s=1+2*3+4
Variable Write,context=Main#main:1,n=11
New Object,object=Expression:1
Method Call,caller=Main#main:1,target=Expression:1#Expression:1
Variable Write,context=Expression:1#Expression:1,expression=1+2*3+4
Field Write,context=Expression:1,begin=0
Field Write,context=Expression:1,expression=1+2*3+4
Method Exit,returner=Expression:1#Expression:1,value=<void>
Method Call,caller=Main#main:1,target=Expression:1#value:1
Method Call,caller=Expression:1#value:1,target=Expression:1#term:1
Method Call,caller=Expression:1#term:1,target=Expression:1#factor:1
Field Read,context=Expression:1,expression
Field Read,context=Expression:1,begin
Variable Write,context=Expression:1#factor:1,c=1
Method Call,caller=Expression:1#factor:1,target=Expression:1#number:1
Variable Write,context=Expression:1#number:1,num=0
Field Read,context=Expression:1,begin
Field Read,context=Expression:1,expression
Field Read,context=Expression:1,expression
Field Read,context=Expression:1,begin
Variable Write,context=Expression:1#number:1,num=0
Field Read,context=Expression:1,expression
Field Read,context=Expression:1,begin
Variable Write,context=Expression:1#number:1,num=1
Field Read,context=Expression:1,begin
Field Write,context=Expression:1,begin=1
Field Read,context=Expression:1,begin
Field Read,context=Expression:1,expression
Field Read,context=Expression:1,expression
Field Read,context=Expression:1,begin
Variable Write,context=Expression:1#number:1,result=1
Method Exit,returner=Expression:1#number:1,value=1
Variable Write,context=Expression:1#factor:1,result=1.0
Method Exit,returner=Expression:1#factor:1,value=1.0
Variable Write,context=Expression:1#term:1,num=1.0
Field Read,context=Expression:1,begin
Field Read,context=Expression:1,expression
Field Read,context=Expression:1,expression
Field Read,context=Expression:1,begin
Variable Write,context=Expression:1#term:1,c=+
Variable Write,context=Expression:1#term:1,result=1.0
Method Exit,returner=Expression:1#term:1,value=1.0
Variable Write,context=Expression:1#value:1,num=1.0
Field Read,context=Expression:1,begin
Field Read,context=Expression:1,expression
