Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
Variable Write,context=Main#main:1,sc=java.util.Scanner (id=363)
Variable Write,context=Main#main:1,N=10
Variable Write,context=Main#main:1,H=10
New Object,object=Main$LazySegTree:1
Method Call,caller=Main#main:1,target=Main$LazySegTree:1#Main$LazySegTree:1
Variable Write,context=Main$LazySegTree:1#Main$LazySegTree:1,n_=10
Variable Write,context=Main$LazySegTree:1#Main$LazySegTree:1,n=1
Variable Write,context=Main$LazySegTree:1#Main$LazySegTree:1,n=2
Variable Write,context=Main$LazySegTree:1#Main$LazySegTree:1,n=4
Variable Write,context=Main$LazySegTree:1#Main$LazySegTree:1,n=8
Variable Write,context=Main$LazySegTree:1#Main$LazySegTree:1,n=16
Field Write,context=Main$LazySegTree:1,n=16
Field Read,context=Main$LazySegTree:1,n
Field Write,context=Main$LazySegTree:1,dat=long[31] (id=367)
Field Read,context=Main$LazySegTree:1,n
Field Write,context=Main$LazySegTree:1,lazy=long[31] (id=368)
Field Read,context=Main$LazySegTree:1,n
Variable Write,context=Main$LazySegTree:1#Main$LazySegTree:1,i=0
Field Read,context=Main$LazySegTree:1,dat
Field Read,context=Main$LazySegTree:1,lazy
Field Read,context=Main$LazySegTree:1,n
Variable Write,context=Main$LazySegTree:1#Main$LazySegTree:1,i=1
Field Read,context=Main$LazySegTree:1,dat
Field Read,context=Main$LazySegTree:1,lazy
Field Read,context=Main$LazySegTree:1,n
Variable Write,context=Main$LazySegTree:1#Main$LazySegTree:1,i=2
Field Read,context=Main$LazySegTree:1,dat
Field Read,context=Main$LazySegTree:1,lazy
Field Read,context=Main$LazySegTree:1,n
Variable Write,context=Main$LazySegTree:1#Main$LazySegTree:1,i=3
Field Read,context=Main$LazySegTree:1,dat
Field Read,context=Main$LazySegTree:1,lazy
Field Read,context=Main$LazySegTree:1,n
Variable Write,context=Main$LazySegTree:1#Main$LazySegTree:1,i=4
Field Read,context=Main$LazySegTree:1,dat
