Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
New Object,object=Main:1
Method Call,caller=Main#main:1,target=Main:1#Main:1
Method Exit,returner=Main:1#Main:1,value=<void>
Method Call,caller=Main#main:1,target=Main:1#run:1
Variable Write,context=Main:1#run:1,scanner=java.util.Scanner (id=48)
Field Write,context=Main:1,a=2
Field Write,context=Main:1,b=2
Method Call,caller=Main:1#run:1,target=Main:1#slove:1
Variable Write,context=Main:1#slove:1,y=0
Variable Write,context=Main:1#slove:1,s=
Variable Write,context=Main:1#slove:1,x=0
Field Read,context=Main:1,a
Field Read,context=Main:1,b
Field Read,context=Main:1,a
Variable Write,context=Main:1#slove:1,i=0
Method Call,caller=Main:1#slove:1,target=Main:1#slove:2
Variable Write,context=Main:1#slove:2,y=0
Variable Write,context=Main:1#slove:2,s=A
Variable Write,context=Main:1#slove:2,x=1
Field Read,context=Main:1,a
Field Read,context=Main:1,b
Field Read,context=Main:1,a
Variable Write,context=Main:1#slove:2,i=0
Method Call,caller=Main:1#slove:2,target=Main:1#slove:3
Variable Write,context=Main:1#slove:3,y=0
Variable Write,context=Main:1#slove:3,s=AA
Variable Write,context=Main:1#slove:3,x=2
Field Read,context=Main:1,a
Field Read,context=Main:1,b
Field Read,context=Main:1,a
Field Read,context=Main:1,b
Variable Write,context=Main:1#slove:3,i=0
Method Call,caller=Main:1#slove:3,target=Main:1#slove:4
Variable Write,context=Main:1#slove:4,y=0
Variable Write,context=Main:1#slove:4,s=AAA
Variable Write,context=Main:1#slove:4,x=3
Field Read,context=Main:1,a
Method Exit,returner=Main:1#slove:4,value=<void>
Variable Write,context=Main:1#slove:3,i=1
Method Call,caller=Main:1#slove:3,target=Main:1#slove:5
Variable Write,context=Main:1#slove:5,y=1
Variable Write,context=Main:1#slove:5,s=AAB
Variable Write,context=Main:1#slove:5,x=2
Field Read,context=Main:1,a
Field Read,context=Main:1,b
Field Read,context=Main:1,a
Field Read,context=Main:1,b
