Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
Variable Write,context=Main#main:1,sc=java.util.Scanner (id=47)
Variable Write,context=Main#main:1,N=5
Variable Write,context=Main#main:1,F=2
Variable Write,context=Main#main:1,map=java.util.HashMap (id=48)
Variable Write,context=Main#main:1,list=java.util.ArrayList (id=51)
New Object,object=java.lang.String[][]:1
Field Write,context=java.lang.String[][]:1,0=null
Field Write,context=java.lang.String[][]:1,1=null
Field Write,context=java.lang.String[][]:1,2=null
Field Write,context=java.lang.String[][]:1,3=null
Field Write,context=java.lang.String[][]:1,4=null
Variable Write,context=Main#main:1,str=java.lang.String[][]:1
Variable Write,context=Main#main:1,i=0
Variable Write,context=Main#main:1,M=3
New Object,object=java.lang.String[]:2
Field Write,context=java.lang.String[]:2,0=null
Field Write,context=java.lang.String[]:2,1=null
Field Write,context=java.lang.String[]:2,2=null
Field Write,context=java.lang.String[][]:1,0=java.lang.String[]:2
Variable Write,context=Main#main:1,str=java.lang.String[][]:1
Variable Write,context=Main#main:1,j=0
Variable Write,context=Main#main:1,str=java.lang.String[][]:1
Variable Write,context=Main#main:1,j=1
Variable Write,context=Main#main:1,str=java.lang.String[][]:1
Variable Write,context=Main#main:1,j=2
Variable Write,context=Main#main:1,str=java.lang.String[][]:1
Variable Write,context=Main#main:1,i=1
Variable Delete,method=Main#main:1 <name=M,type=int (id=7),value=<?>,index=8>
Variable Delete,method=Main#main:1 <name=j,type=int (id=7),value=<?>,index=9>
Variable Write,context=Main#main:1,M=2
New Object,object=java.lang.String[]:3
Field Write,context=java.lang.String[]:3,0=null
Field Write,context=java.lang.String[]:3,1=null
Field Write,context=java.lang.String[][]:1,1=java.lang.String[]:3
Variable Write,context=Main#main:1,str=java.lang.String[][]:1
Variable Write,context=Main#main:1,j=0
Variable Write,context=Main#main:1,str=java.lang.String[][]:1
Variable Write,context=Main#main:1,j=1
Variable Write,context=Main#main:1,str=java.lang.String[][]:1
