Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
New Object,object=Main:1
Method Call,caller=Main#main:1,target=Main:1#Main:1
Method Exit,returner=Main:1#Main:1,value=<void>
Method Call,caller=Main#main:1,target=Main:1#run:1
Variable Write,context=Main:1#run:1,scan=java.util.Scanner (id=364)
Variable Write,context=Main:1#run:1,n=5
New Object,object=int[]:1
Field Write,context=int[]:1,0=0
Field Write,context=int[]:1,1=0
Field Write,context=int[]:1,2=0
Field Write,context=int[]:1,3=0
Field Write,context=int[]:1,4=0
Field Write,context=Main:1,p1=int[]:1
New Object,object=int[]:2
Field Write,context=int[]:2,0=0
Field Write,context=int[]:2,1=0
Field Write,context=int[]:2,2=0
Field Write,context=int[]:2,3=0
Field Write,context=int[]:2,4=0
Field Write,context=Main:1,p2=int[]:2
Variable Write,context=Main:1#run:1,i=0
Field Read,context=Main:1,p1
Field Write,context=int[]:1,0=1
Variable Write,context=Main:1#run:1,i=1
Field Read,context=Main:1,p1
Field Write,context=int[]:1,1=7
Variable Write,context=Main:1#run:1,i=2
Field Read,context=Main:1,p1
Field Write,context=int[]:1,2=9
Variable Write,context=Main:1#run:1,i=3
Field Read,context=Main:1,p1
Field Write,context=int[]:1,3=6
Variable Write,context=Main:1#run:1,i=4
Field Read,context=Main:1,p1
Field Write,context=int[]:1,4=10
Field Read,context=Main:1,p1
Variable Delete,method=Main:1#run:1 <name=i,type=int (id=7),value=<?>,index=2>
Variable Write,context=Main:1#run:1,j=0
Variable Write,context=Main:1#run:1,p=0
Variable Write,context=Main:1#run:1,i=0
Field Read,context=Main:1,p1
Variable Write,context=Main:1#run:1,j=1
Variable Write,context=Main:1#run:1,i=1
Field Read,context=Main:1,p1
Field Read,context=Main:1,p2
Field Write,context=int[]:2,0=2
Variable Write,context=Main:1#run:1,p=1
Variable Write,context=Main:1#run:1,i=2
Field Read,context=Main:1,p1
Field Read,context=Main:1,p2
Field Write,context=int[]:2,1=3
