Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
New Object,object=Main:1
Method Call,caller=Main#main:1,target=Main:1#Main:1
Field Write,context=Main:1,INF=16777216
New Object,object=int[]:1
Field Write,context=int[]:1,0=0
Field Write,context=int[]:1,1=1
Field Write,context=int[]:1,2=0
Field Write,context=int[]:1,3=-1
Field Write,context=Main:1,vx=int[]:1
New Object,object=int[]:2
Field Write,context=int[]:2,0=1
Field Write,context=int[]:2,1=0
Field Write,context=int[]:2,2=-1
Field Write,context=int[]:2,3=0
Field Write,context=Main:1,vy=int[]:2
Method Exit,returner=Main:1#Main:1,value=<void>
Variable Write,context=Main#main:1,obj=Main:1
Method Call,caller=Main#main:1,target=Main:1#doit:1
Variable Write,context=Main:1#doit:1,sc=java.util.Scanner (id=366)
Field Write,context=Main:1,w=5
Field Write,context=Main:1,h=5
Field Read,context=Main:1,w
Field Read,context=Main:1,h
Field Read,context=Main:1,h
Field Read,context=Main:1,w
New Object,object=int[][]:1
New Object,object=int[]:3
Field Write,context=int[]:3,0=0
Field Write,context=int[]:3,1=0
Field Write,context=int[]:3,2=0
Field Write,context=int[]:3,3=0
Field Write,context=int[]:3,4=0
Field Write,context=int[][]:1,0=int[]:3
New Object,object=int[]:4
Field Write,context=int[]:4,0=0
Field Write,context=int[]:4,1=0
Field Write,context=int[]:4,2=0
Field Write,context=int[]:4,3=0
Field Write,context=int[]:4,4=0
Field Write,context=int[][]:1,1=int[]:4
New Object,object=int[]:5
Field Write,context=int[]:5,0=0
Field Write,context=int[]:5,1=0
Field Write,context=int[]:5,2=0
Field Write,context=int[]:5,3=0
Field Write,context=int[]:5,4=0
Field Write,context=int[][]:1,2=int[]:5
New Object,object=int[]:6
Field Write,context=int[]:6,0=0
Field Write,context=int[]:6,1=0
Field Write,context=int[]:6,2=0
Field Write,context=int[]:6,3=0
Field Write,context=int[]:6,4=0
Field Write,context=int[][]:1,3=int[]:6
New Object,object=int[]:7
