Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
Variable Write,context=Main#main:1,sc=java.util.Scanner (id=363)
Variable Write,context=Main#main:1,n=3
New Object,object=int[]:1
Field Write,context=int[]:1,0=0
Field Write,context=int[]:1,1=0
Field Write,context=int[]:1,2=0
Variable Write,context=Main#main:1,array=int[]:1
Variable Write,context=Main#main:1,i=0
Field Write,context=int[]:1,0=1000
Variable Write,context=Main#main:1,array=int[]:1
Variable Write,context=Main#main:1,i=1
Field Write,context=int[]:1,1=342
Variable Write,context=Main#main:1,array=int[]:1
Variable Write,context=Main#main:1,i=2
Variable Write,context=Main#main:1,array=int[]:1
Variable Write,context=Main#main:1,i=3
Field Write,context=int[]:1,0=0
Field Write,context=int[]:1,2=1000
Variable Write,context=Main#main:1,array=int[]:1
Field Write,context=int[]:1,2=0
Variable Write,context=Main#main:1,array=int[]:1
Variable Write,context=Main#main:1,ave=0
Variable Write,context=Main#main:1,i=0
Variable Write,context=Main#main:1,ave=0
Variable Write,context=Main#main:1,i=1
Variable Write,context=Main#main:1,ave=342
Variable Write,context=Main#main:1,i=2
Variable Write,context=Main#main:1,ave=342
Variable Write,context=Main#main:1,i=3
Variable Write,context=Main#main:1,ave=342
Variable Delete,method=Main#main:1 <name=n,type=int (id=7),value=0,index=2>
Variable Delete,method=Main#main:1 <name=i,type=int (id=7),value=<?>,index=3>
Variable Delete,method=Main#main:1 <name=array,type=int[] (id=77),value=<?>,index=4>
Variable Delete,method=Main#main:1 <name=ave,type=int (id=7),value=<?>,index=5>
Variable Write,context=Main#main:1,n=5
New Object,object=int[]:2
Field Write,context=int[]:2,0=0
Field Write,context=int[]:2,1=0
Field Write,context=int[]:2,2=0
Field Write,context=int[]:2,3=0
Field Write,context=int[]:2,4=0
Variable Write,context=Main#main:1,array=int[]:2
Variable Write,context=Main#main:1,i=0
Field Write,context=int[]:2,0=2
Variable Write,context=Main#main:1,array=int[]:2
