Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
Variable Write,context=Main#main:1,sc=java.util.Scanner (id=363)
Variable Write,context=Main#main:1,n=4
Variable Write,context=Main#main:1,l=6
New Object,object=int[]:1
Field Write,context=int[]:1,0=0
Field Write,context=int[]:1,1=0
Field Write,context=int[]:1,2=0
Field Write,context=int[]:1,3=0
Field Write,context=int[]:1,4=0
Field Write,context=int[]:1,5=0
Field Write,context=int[]:1,6=0
Field Write,context=int[]:1,7=0
Variable Write,context=Main#main:1,a=int[]:1
Variable Write,context=Main#main:1,i=0
Field Write,context=int[]:1,2=4
Variable Write,context=Main#main:1,a=int[]:1
Variable Write,context=Main#main:1,i=1
Field Write,context=int[]:1,3=2
Variable Write,context=Main#main:1,a=int[]:1
Variable Write,context=Main#main:1,i=2
Field Write,context=int[]:1,4=3
Variable Write,context=Main#main:1,a=int[]:1
Variable Write,context=Main#main:1,i=3
Field Write,context=int[]:1,5=5
Variable Write,context=Main#main:1,a=int[]:1
Variable Delete,method=Main#main:1 <name=i,type=int (id=7),value=<?>,index=5>
Variable Write,context=Main#main:1,growing=java.util.PriorityQueue (id=365)
Variable Write,context=Main#main:1,i=2
New Object,object=Icicle:1
Method Call,caller=Main#main:1,target=Icicle:1#Icicle:1
Variable Write,context=Icicle:1#Icicle:1,time=2
Variable Write,context=Icicle:1#Icicle:1,pos=2
Field Write,context=Icicle:1,pos=2
Field Write,context=Icicle:1,time=2
Method Exit,returner=Icicle:1#Icicle:1,value=<void>
Variable Write,context=Main#main:1,i=3
Variable Write,context=Main#main:1,i=4
Variable Write,context=Main#main:1,i=5
New Object,object=Icicle:2
Method Call,caller=Main#main:1,target=Icicle:2#Icicle:2
Variable Write,context=Icicle:2#Icicle:2,time=1
Variable Write,context=Icicle:2#Icicle:2,pos=5
Field Write,context=Icicle:2,pos=5
Field Write,context=Icicle:2,time=1
Method Exit,returner=Icicle:2#Icicle:2,value=<void>
