Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
New Object,object=Main:1
Method Call,caller=Main#main:1,target=Main:1#Main:1
Method Exit,returner=Main:1#Main:1,value=<void>
Method Call,caller=Main#main:1,target=Main:1#run:1
New Object,object=Main$MyScanner:1
Method Call,caller=Main:1#run:1,target=Main$MyScanner:1#MyScanner:1
Method Exit,returner=Main$MyScanner:1#MyScanner:1,value=<void>
Variable Write,context=Main:1#run:1,sc=Main$MyScanner:1
Method Call,caller=Main:1#run:1,target=Main$MyScanner:1#nextInt:1
Method Call,caller=Main$MyScanner:1#nextInt:1,target=Main$MyScanner:1#next:1
Method Call,caller=Main$MyScanner:1#next:1,target=Main$MyScanner:1#read:1
Variable Write,context=Main$MyScanner:1#read:1,result=55
Method Exit,returner=Main$MyScanner:1#read:1,value=55
Variable Write,context=Main$MyScanner:1#next:1,c=55
Method Call,caller=Main$MyScanner:1#next:1,target=Main$MyScanner:1#isSpaceChar:1
Variable Write,context=Main$MyScanner:1#isSpaceChar:1,c=55
Variable Write,context=Main$MyScanner:1#isSpaceChar:1,result=false
Method Exit,returner=Main$MyScanner:1#isSpaceChar:1,value=false
Variable Write,context=Main$MyScanner:1#next:1,res=java.lang.StringBuilder (id=346)
Method Call,caller=Main$MyScanner:1#next:1,target=Main$MyScanner:1#read:2
Variable Write,context=Main$MyScanner:1#read:2,result=32
Method Exit,returner=Main$MyScanner:1#read:2,value=32
Variable Write,context=Main$MyScanner:1#next:1,c=32
Method Call,caller=Main$MyScanner:1#next:1,target=Main$MyScanner:1#isSpaceChar:2
Variable Write,context=Main$MyScanner:1#isSpaceChar:2,c=32
Variable Write,context=Main$MyScanner:1#isSpaceChar:2,result=true
Method Exit,returner=Main$MyScanner:1#isSpaceChar:2,value=true
Variable Write,context=Main$MyScanner:1#next:1,result=7
Method Exit,returner=Main$MyScanner:1#next:1,value=7
Variable Write,context=Main$MyScanner:1#nextInt:1,result=7
