Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
Variable Write,context=Main#main:1,sc=java.util.Scanner (id=363)
Variable Write,context=Main#main:1,n=5
New Object,object=int[]:1
Field Write,context=int[]:1,0=0
Field Write,context=int[]:1,1=0
Field Write,context=int[]:1,2=0
Variable Write,context=Main#main:1,arrived=int[]:1
New Object,object=int[]:2
Field Write,context=int[]:2,0=0
Field Write,context=int[]:2,1=0
Field Write,context=int[]:2,2=0
Variable Write,context=Main#main:1,accepted=int[]:2
Variable Write,context=Main#main:1,i=0
New Object,object=java.lang.String[]:2
Field Write,context=java.lang.String[]:2,0=12
Field Write,context=java.lang.String[]:2,1=57
Variable Write,context=Main#main:1,time_str=java.lang.String[]:2
Variable Write,context=Main#main:1,hour=12
Variable Write,context=Main#main:1,min=57
Variable Write,context=Main#main:1,min2=59
Variable Write,context=Main#main:1,type=-1
Variable Write,context=Main#main:1,type=0
Field Write,context=int[]:1,0=1
Variable Write,context=Main#main:1,arrived=int[]:1
Field Write,context=int[]:2,0=1
Variable Write,context=Main#main:1,accepted=int[]:2
Variable Write,context=Main#main:1,i=1
Variable Delete,method=Main#main:1 <name=time_str,type=java.lang.String[] (id=59),value=<?>,index=6>
Variable Delete,method=Main#main:1 <name=hour,type=int (id=7),value=<?>,index=7>
Variable Delete,method=Main#main:1 <name=min,type=int (id=7),value=<?>,index=8>
Variable Delete,method=Main#main:1 <name=min2,type=int (id=7),value=<?>,index=9>
Variable Delete,method=Main#main:1 <name=type,type=int (id=7),value=<?>,index=10>
New Object,object=java.lang.String[]:3
Field Write,context=java.lang.String[]:3,0=20
Field Write,context=java.lang.String[]:3,1=12
Variable Write,context=Main#main:1,time_str=java.lang.String[]:3
Variable Write,context=Main#main:1,hour=20
Variable Write,context=Main#main:1,min=12
Variable Write,context=Main#main:1,min2=15
Variable Write,context=Main#main:1,type=-1
Variable Write,context=Main#main:1,type=1
Field Write,context=int[]:1,1=1
