Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
Method Call,caller=Main#main:1,target=Main#age_difference:1
Variable Write,context=Main#age_difference:1,sc=java.util.Scanner (id=47)
New Object,object=int[]:1
Field Write,context=int[]:1,0=0
Field Write,context=int[]:1,1=0
Field Write,context=int[]:1,2=0
Field Write,context=int[]:1,3=0
Field Write,context=int[]:1,4=0
Field Write,context=int[]:1,5=0
Variable Write,context=Main#age_difference:1,d=int[]:1
Variable Write,context=Main#age_difference:1,i=0
Field Write,context=int[]:1,0=1999
Variable Write,context=Main#age_difference:1,d=int[]:1
Variable Write,context=Main#age_difference:1,i=1
Field Write,context=int[]:1,1=9
Variable Write,context=Main#age_difference:1,d=int[]:1
Variable Write,context=Main#age_difference:1,i=2
Field Write,context=int[]:1,2=9
Variable Write,context=Main#age_difference:1,d=int[]:1
Variable Write,context=Main#age_difference:1,i=3
Field Write,context=int[]:1,3=2001
Variable Write,context=Main#age_difference:1,d=int[]:1
Variable Write,context=Main#age_difference:1,i=4
Field Write,context=int[]:1,4=11
Variable Write,context=Main#age_difference:1,d=int[]:1
Variable Write,context=Main#age_difference:1,i=5
Field Write,context=int[]:1,5=3
Variable Write,context=Main#age_difference:1,d=int[]:1
Variable Delete,method=Main#age_difference:1 <name=i,type=int (id=7),value=<?>,index=2>
Variable Write,context=Main#age_difference:1,d1=java.time.LocalDate (id=50)
Variable Write,context=Main#age_difference:1,d2=java.time.LocalDate (id=52)
Variable Write,context=Main#age_difference:1,age_diff=2
Method Exit,returner=Main#age_difference:1,value=<void>
Method Exit,returner=Main#main:1,value=<void>
Thread End,
