Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#<clinit>:1
New Object,object=int[]:1
Field Write,context=int[]:1,0=-1
Field Write,context=int[]:1,1=1
Field Write,context=int[]:1,2=0
Field Write,context=int[]:1,3=0
Field Write,context=Main,xDelta=int[]:1
New Object,object=int[]:2
Field Write,context=int[]:2,0=0
Field Write,context=int[]:2,1=0
Field Write,context=int[]:2,2=-1
Field Write,context=int[]:2,3=1
Field Write,context=Main,yDelta=int[]:2
Method Exit,returner=Main#<clinit>:1,value=<void>
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
Variable Write,context=Main#main:1,in=java.util.Scanner (id=365)
Variable Write,context=Main#main:1,n=3
Variable Write,context=Main#main:1,rects=java.util.ArrayList (id=366)
Variable Write,context=Main#main:1,xCoors=java.util.TreeSet (id=367)
Variable Write,context=Main#main:1,yCoors=java.util.TreeSet (id=369)
Variable Write,context=Main#main:1,i=0
Variable Write,context=Main#main:1,l=4
Variable Write,context=Main#main:1,t=28
Variable Write,context=Main#main:1,r=27
Variable Write,context=Main#main:1,b=11
New Object,object=Main$Rect:1
Method Call,caller=Main#main:1,target=Main$Rect:1#Main$Rect:1
Variable Write,context=Main$Rect:1#Main$Rect:1,x1=4
Variable Write,context=Main$Rect:1#Main$Rect:1,y1=28
Variable Write,context=Main$Rect:1#Main$Rect:1,x2=27
Variable Write,context=Main$Rect:1#Main$Rect:1,y2=11
Field Write,context=Main$Rect:1,x1=4
Field Write,context=Main$Rect:1,y1=11
Field Write,context=Main$Rect:1,x2=27
Field Write,context=Main$Rect:1,y2=28
Method Exit,returner=Main$Rect:1#Main$Rect:1,value=<void>
Variable Write,context=Main#main:1,rec=Main$Rect:1
Variable Write,context=Main#main:1,i=1
Variable Delete,method=Main#main:1 <name=l,type=int (id=7),value=<?>,index=7>
Variable Delete,method=Main#main:1 <name=t,type=int (id=7),value=<?>,index=8>
Variable Delete,method=Main#main:1 <name=r,type=int (id=7),value=<?>,index=9>
Variable Delete,method=Main#main:1 <name=b,type=int (id=7),value=<?>,index=10>
