Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#<clinit>:1
Field Write,context=Main,sq=int[20001] (id=341)
Method Exit,returner=Main#<clinit>:1,value=<void>
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
New Object,object=Main:1
Method Call,caller=Main#main:1,target=Main:1#Main:1
New Object,object=Main$FastScanner:1
Method Call,caller=Main:1#Main:1,target=Main$FastScanner:1#Main$FastScanner:1
Variable Write,context=Main$FastScanner:1#Main$FastScanner:1,stream=java.io.BufferedInputStream (id=347)
Field Write,context=Main$FastScanner:1,buf=byte[1024] (id=348)
Field Write,context=Main$FastScanner:1,stream=java.io.BufferedInputStream (id=347)
Method Exit,returner=Main$FastScanner:1#Main$FastScanner:1,value=<void>
Field Write,context=Main:1,in=Main$FastScanner:1
Field Write,context=Main:1,out=java.io.PrintWriter (id=349)
Method Exit,returner=Main:1#Main:1,value=<void>
Method Call,caller=Main#main:1,target=Main:1#run:1
Variable Write,context=Main:1#run:1,i=1
Field Read,context=Main,sq
Variable Write,context=Main:1#run:1,i=2
Field Read,context=Main,sq
Variable Write,context=Main:1#run:1,i=3
Field Read,context=Main,sq
Variable Write,context=Main:1#run:1,i=4
Field Read,context=Main,sq
Variable Write,context=Main:1#run:1,i=5
Field Read,context=Main,sq
Variable Write,context=Main:1#run:1,i=6
Field Read,context=Main,sq
Variable Write,context=Main:1#run:1,i=7
Field Read,context=Main,sq
Variable Write,context=Main:1#run:1,i=8
Field Read,context=Main,sq
Variable Write,context=Main:1#run:1,i=9
Field Read,context=Main,sq
Variable Write,context=Main:1#run:1,i=10
Field Read,context=Main,sq
Variable Write,context=Main:1#run:1,i=11
Field Read,context=Main,sq
Variable Write,context=Main:1#run:1,i=12
Field Read,context=Main,sq
Variable Write,context=Main:1#run:1,i=13
Field Read,context=Main,sq
Variable Write,context=Main:1#run:1,i=14
Field Read,context=Main,sq
Variable Write,context=Main:1#run:1,i=15
Field Read,context=Main,sq
Variable Write,context=Main:1#run:1,i=16
Field Read,context=Main,sq
Variable Write,context=Main:1#run:1,i=17
Field Read,context=Main,sq
Variable Write,context=Main:1#run:1,i=18
Field Read,context=Main,sq
Variable Write,context=Main:1#run:1,i=19
Field Read,context=Main,sq
Variable Write,context=Main:1#run:1,i=20
Field Read,context=Main,sq
Variable Write,context=Main:1#run:1,i=21
Field Read,context=Main,sq
Variable Write,context=Main:1#run:1,i=22
Field Read,context=Main,sq
Variable Write,context=Main:1#run:1,i=23
Field Read,context=Main,sq
Variable Write,context=Main:1#run:1,i=24
Field Read,context=Main,sq
