Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#<clinit>:1
Field Write,context=Main,scan=java.util.Scanner (id=362)
Method Exit,returner=Main#<clinit>:1,value=<void>
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
Field Read,context=Main,scan
Variable Write,context=Main#main:1,n=3
Field Read,context=Main,scan
Variable Write,context=Main#main:1,m=5
New Object,object=int[]:1
Field Write,context=int[]:1,0=0
Field Write,context=int[]:1,1=0
Field Write,context=int[]:1,2=0
Variable Write,context=Main#main:1,dist=int[]:1
New Object,object=int[]:2
Field Write,context=int[]:2,0=0
Field Write,context=int[]:2,1=0
Field Write,context=int[]:2,2=0
Field Write,context=int[]:2,3=0
Field Write,context=int[]:2,4=0
Variable Write,context=Main#main:1,weather=int[]:2
New Object,object=int[][]:1
New Object,object=int[]:3
Field Write,context=int[]:3,0=0
Field Write,context=int[]:3,1=0
Field Write,context=int[]:3,2=0
Field Write,context=int[]:3,3=0
Field Write,context=int[]:3,4=0
Field Write,context=int[]:3,5=0
Field Write,context=int[][]:1,0=int[]:3
New Object,object=int[]:4
Field Write,context=int[]:4,0=0
Field Write,context=int[]:4,1=0
Field Write,context=int[]:4,2=0
Field Write,context=int[]:4,3=0
Field Write,context=int[]:4,4=0
Field Write,context=int[]:4,5=0
Field Write,context=int[][]:1,1=int[]:4
New Object,object=int[]:5
Field Write,context=int[]:5,0=0
Field Write,context=int[]:5,1=0
Field Write,context=int[]:5,2=0
Field Write,context=int[]:5,3=0
Field Write,context=int[]:5,4=0
Field Write,context=int[]:5,5=0
Field Write,context=int[][]:1,2=int[]:5
New Object,object=int[]:6
Field Write,context=int[]:6,0=0
Field Write,context=int[]:6,1=0
Field Write,context=int[]:6,2=0
Field Write,context=int[]:6,3=0
Field Write,context=int[]:6,4=0
Field Write,context=int[]:6,5=0
Field Write,context=int[][]:1,3=int[]:6
Variable Write,context=Main#main:1,dp=int[][]:1
Variable Write,context=Main#main:1,i=0
Field Read,context=Main,scan
Field Write,context=int[]:1,0=10
Variable Write,context=Main#main:1,dist=int[]:1
Variable Write,context=Main#main:1,i=1
Field Read,context=Main,scan
Field Write,context=int[]:1,1=25
Variable Write,context=Main#main:1,dist=int[]:1
Variable Write,context=Main#main:1,i=2
Field Read,context=Main,scan
Field Write,context=int[]:1,2=15
Variable Write,context=Main#main:1,dist=int[]:1
Variable Delete,method=Main#main:1 <name=i,type=int (id=7),value=<?>,index=6>
Variable Write,context=Main#main:1,i=0
Field Read,context=Main,scan
Field Write,context=int[]:2,0=50
Variable Write,context=Main#main:1,weather=int[]:2
Variable Write,context=Main#main:1,i=1
Field Read,context=Main,scan
Field Write,context=int[]:2,1=30
Variable Write,context=Main#main:1,weather=int[]:2
Variable Write,context=Main#main:1,i=2
Field Read,context=Main,scan
Field Write,context=int[]:2,2=15
Variable Write,context=Main#main:1,weather=int[]:2
Variable Write,context=Main#main:1,i=3
Field Read,context=Main,scan
Field Write,context=int[]:2,3=40
Variable Write,context=Main#main:1,weather=int[]:2
Variable Write,context=Main#main:1,i=4
Field Read,context=Main,scan
Field Write,context=int[]:2,4=30
Variable Write,context=Main#main:1,weather=int[]:2
Variable Delete,method=Main#main:1 <name=i,type=int (id=7),value=<?>,index=7>
Variable Write,context=Main#main:1,i=1
Variable Write,context=Main#main:1,j=0
Variable Write,context=Main#main:1,dp=int[][]:1
Variable Write,context=Main#main:1,j=1
Variable Write,context=Main#main:1,dp=int[][]:1
Variable Write,context=Main#main:1,j=2
Variable Write,context=Main#main:1,dp=int[][]:1
Variable Write,context=Main#main:1,j=3
Variable Write,context=Main#main:1,dp=int[][]:1
Variable Write,context=Main#main:1,j=4
Variable Write,context=Main#main:1,dp=int[][]:1
Variable Write,context=Main#main:1,j=5
Variable Write,context=Main#main:1,dp=int[][]:1
Variable Write,context=Main#main:1,i=2
Variable Delete,method=Main#main:1 <name=j,type=int (id=7),value=<?>,index=9>
Variable Write,context=Main#main:1,j=0
Variable Write,context=Main#main:1,dp=int[][]:1
Variable Write,context=Main#main:1,j=1
Variable Write,context=Main#main:1,dp=int[][]:1
Variable Write,context=Main#main:1,j=2
Variable Write,context=Main#main:1,dp=int[][]:1
Variable Write,context=Main#main:1,j=3
Variable Write,context=Main#main:1,dp=int[][]:1
Variable Write,context=Main#main:1,j=4
Variable Write,context=Main#main:1,dp=int[][]:1
Variable Write,context=Main#main:1,j=5
Variable Write,context=Main#main:1,dp=int[][]:1
Variable Write,context=Main#main:1,i=3
Variable Delete,method=Main#main:1 <name=j,type=int (id=7),value=<?>,index=9>
Variable Write,context=Main#main:1,j=0
Variable Write,context=Main#main:1,dp=int[][]:1
Variable Write,context=Main#main:1,j=1
Variable Write,context=Main#main:1,dp=int[][]:1
Variable Write,context=Main#main:1,j=2
Variable Write,context=Main#main:1,dp=int[][]:1
Variable Write,context=Main#main:1,j=3
Variable Write,context=Main#main:1,dp=int[][]:1
Variable Write,context=Main#main:1,j=4
Variable Write,context=Main#main:1,dp=int[][]:1
Variable Write,context=Main#main:1,j=5
Variable Write,context=Main#main:1,dp=int[][]:1
Variable Delete,method=Main#main:1 <name=j,type=int (id=7),value=<?>,index=9>
Method Call,caller=Main#main:1,target=Main#solve:1
Variable Write,context=Main#solve:1,weather=int[]:2
Variable Write,context=Main#solve:1,dist=int[]:1
Variable Write,context=Main#solve:1,dp=int[][]:1
Variable Write,context=Main#solve:1,i=1
Variable Write,context=Main#solve:1,j=1
Variable Write,context=Main#solve:1,k=0
Variable Write,context=Main#solve:1,dp=int[][]:1
Method Call,caller=Main#solve:1,target=Main#min:1
Variable Write,context=Main#min:1,b=500
Variable Write,context=Main#min:1,a=2100000000
Variable Write,context=Main#min:1,result=500
Method Exit,returner=Main#min:1,value=500
Variable Write,context=Main#solve:1,dp=int[][]:1
Variable Write,context=Main#solve:1,j=2
Variable Delete,method=Main#solve:1 <name=k,type=int (id=7),value=<?>,index=5>
Variable Write,context=Main#solve:1,k=0
Variable Write,context=Main#solve:1,dp=int[][]:1
Method Call,caller=Main#solve:1,target=Main#min:2
Variable Write,context=Main#min:2,b=300
Variable Write,context=Main#min:2,a=2100000000
Variable Write,context=Main#min:2,result=300
Method Exit,returner=Main#min:2,value=300
Variable Write,context=Main#solve:1,dp=int[][]:1
Variable Write,context=Main#solve:1,k=1
Variable Write,context=Main#solve:1,dp=int[][]:1
Method Call,caller=Main#solve:1,target=Main#min:3
Variable Write,context=Main#min:3,b=300
Variable Write,context=Main#min:3,a=300
Variable Write,context=Main#min:3,result=300
Method Exit,returner=Main#min:3,value=300
Variable Write,context=Main#solve:1,dp=int[][]:1
Variable Write,context=Main#solve:1,j=3
Variable Delete,method=Main#solve:1 <name=k,type=int (id=7),value=<?>,index=5>
Variable Write,context=Main#solve:1,k=0
Variable Write,context=Main#solve:1,dp=int[][]:1
Method Call,caller=Main#solve:1,target=Main#min:4
Variable Write,context=Main#min:4,b=150
Variable Write,context=Main#min:4,a=2100000000
