Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
Variable Write,context=Main#main:1,stdIn=java.util.Scanner (id=47)
Variable Write,context=Main#main:1,n=8
Variable Write,context=Main#main:1,m=4
New Object,object=int[][]:1
New Object,object=int[]:1
Field Write,context=int[]:1,0=0
Field Write,context=int[]:1,1=0
Field Write,context=int[]:1,2=0
Field Write,context=int[]:1,3=0
Field Write,context=int[]:1,4=0
Field Write,context=int[]:1,5=0
Field Write,context=int[]:1,6=0
Field Write,context=int[]:1,7=0
Field Write,context=int[][]:1,0=int[]:1
New Object,object=int[]:2
Field Write,context=int[]:2,0=0
Field Write,context=int[]:2,1=0
Field Write,context=int[]:2,2=0
Field Write,context=int[]:2,3=0
Field Write,context=int[]:2,4=0
Field Write,context=int[]:2,5=0
Field Write,context=int[]:2,6=0
Field Write,context=int[]:2,7=0
Field Write,context=int[][]:1,1=int[]:2
New Object,object=int[]:3
Field Write,context=int[]:3,0=0
Field Write,context=int[]:3,1=0
Field Write,context=int[]:3,2=0
Field Write,context=int[]:3,3=0
Field Write,context=int[]:3,4=0
Field Write,context=int[]:3,5=0
Field Write,context=int[]:3,6=0
Field Write,context=int[]:3,7=0
Field Write,context=int[][]:1,2=int[]:3
New Object,object=int[]:4
Field Write,context=int[]:4,0=0
Field Write,context=int[]:4,1=0
Field Write,context=int[]:4,2=0
Field Write,context=int[]:4,3=0
Field Write,context=int[]:4,4=0
Field Write,context=int[]:4,5=0
Field Write,context=int[]:4,6=0
Field Write,context=int[]:4,7=0
Field Write,context=int[][]:1,3=int[]:4
New Object,object=int[]:5
Field Write,context=int[]:5,0=0
Field Write,context=int[]:5,1=0
Field Write,context=int[]:5,2=0
Field Write,context=int[]:5,3=0
Field Write,context=int[]:5,4=0
Field Write,context=int[]:5,5=0
Field Write,context=int[]:5,6=0
Field Write,context=int[]:5,7=0
Field Write,context=int[][]:1,4=int[]:5
New Object,object=int[]:6
Field Write,context=int[]:6,0=0
