Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
Variable Write,context=Main#main:1,sc=java.util.Scanner (id=363)
Variable Write,context=Main#main:1,n=3
New Object,object=int[]:1
Field Write,context=int[]:1,0=0
Field Write,context=int[]:1,1=0
Field Write,context=int[]:1,2=0
Variable Write,context=Main#main:1,l=int[]:1
Variable Write,context=Main#main:1,i=0
Field Write,context=int[]:1,0=2
Variable Write,context=Main#main:1,l=int[]:1
Variable Write,context=Main#main:1,i=1
Field Write,context=int[]:1,1=7
Variable Write,context=Main#main:1,l=int[]:1
Variable Write,context=Main#main:1,i=2
Field Write,context=int[]:1,2=5
Variable Write,context=Main#main:1,l=int[]:1
Variable Delete,method=Main#main:1 <name=i,type=int (id=7),value=<?>,index=4>
Variable Write,context=Main#main:1,a=java.util.ArrayList (id=365)
Variable Write,context=Main#main:1,i=0
Variable Write,context=Main#main:1,j=0
Variable Write,context=Main#main:1,j=1
Variable Write,context=Main#main:1,j=2
Variable Write,context=Main#main:1,i=1
Variable Delete,method=Main#main:1 <name=j,type=int (id=7),value=<?>,index=7>
Variable Write,context=Main#main:1,j=0
Variable Write,context=Main#main:1,j=1
Variable Write,context=Main#main:1,j=2
Variable Write,context=Main#main:1,i=2
Variable Delete,method=Main#main:1 <name=j,type=int (id=7),value=<?>,index=7>
Variable Write,context=Main#main:1,j=0
Variable Write,context=Main#main:1,j=1
Variable Write,context=Main#main:1,j=2
Variable Delete,method=Main#main:1 <name=j,type=int (id=7),value=<?>,index=7>
Variable Delete,method=Main#main:1 <name=i,type=int (id=7),value=<?>,index=6>
Method Exit,returner=Main#main:1,value=<void>
Thread End,
