Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#<clinit>:1
New Object,object=Reader:1
Method Call,caller=Main#<clinit>:1,target=Reader:1#Reader:1
Method Call,caller=Reader:1#Reader:1,target=Reader:1#Reader:1
Variable Write,context=Reader:1#Reader:1,source=java.io.BufferedInputStream (id=344)
Field Write,context=Reader:1,buf=byte[1024] (id=345)
Field Write,context=Reader:1,ptr=0
Field Write,context=Reader:1,buflen=0
Field Write,context=Reader:1,in=java.io.BufferedInputStream (id=344)
Method Exit,returner=Reader:1#Reader:1,value=<void>
Method Exit,returner=Reader:1#Reader:1,value=<void>
Field Write,context=Main,sc=Reader:1
Field Write,context=Main,out=java.io.PrintWriter (id=346)
Method Exit,returner=Main#<clinit>:1,value=<void>
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
Field Read,context=Main,sc
Method Call,caller=Main#main:1,target=Reader:1#nextInt:1
Method Call,caller=Reader:1#nextInt:1,target=Reader:1#nextLong:1
Method Call,caller=Reader:1#nextLong:1,target=Reader:1#hasNext:1
Method Call,caller=Reader:1#hasNext:1,target=Reader:1#skip:1
Method Call,caller=Reader:1#skip:1,target=Reader:1#hasNextByte:1
Field Read,context=Reader:1,ptr
Field Read,context=Reader:1,buflen
Field Write,context=Reader:1,ptr=0
Field Read,context=Reader:1,in
Field Read,context=Reader:1,buf
Field Write,context=Reader:1,buflen=154
Field Read,context=Reader:1,buflen
Variable Write,context=Reader:1#hasNextByte:1,result=true
Method Exit,returner=Reader:1#hasNextByte:1,value=true
Field Read,context=Reader:1,buf
Field Read,context=Reader:1,ptr
Method Call,caller=Reader:1#skip:1,target=Reader:1#isPrintableChar:1
Variable Write,context=Reader:1#isPrintableChar:1,c=51
Variable Write,context=Reader:1#isPrintableChar:1,result=true
Method Exit,returner=Reader:1#isPrintableChar:1,value=true
Method Exit,returner=Reader:1#skip:1,value=<void>
Method Call,caller=Reader:1#hasNext:1,target=Reader:1#hasNextByte:2
Field Read,context=Reader:1,ptr
Field Read,context=Reader:1,buflen
Variable Write,context=Reader:1#hasNextByte:2,result=true
Method Exit,returner=Reader:1#hasNextByte:2,value=true
Variable Write,context=Reader:1#hasNext:1,result=true
Method Exit,returner=Reader:1#hasNext:1,value=true
Variable Write,context=Reader:1#nextLong:1,minus=false
Method Call,caller=Reader:1#nextLong:1,target=Reader:1#readByte:1
Method Call,caller=Reader:1#readByte:1,target=Reader:1#hasNextByte:3
Field Read,context=Reader:1,ptr
Field Read,context=Reader:1,buflen
Variable Write,context=Reader:1#hasNextByte:3,result=true
Method Exit,returner=Reader:1#hasNextByte:3,value=true
Field Read,context=Reader:1,buf
Field Read,context=Reader:1,ptr
Field Write,context=Reader:1,ptr=1
Variable Write,context=Reader:1#readByte:1,result=51
Method Exit,returner=Reader:1#readByte:1,value=51
Variable Write,context=Reader:1#nextLong:1,num=51
Variable Write,context=Reader:1#nextLong:1,num=3
Method Call,caller=Reader:1#nextLong:1,target=Reader:1#readByte:2
Method Call,caller=Reader:1#readByte:2,target=Reader:1#hasNextByte:4
Field Read,context=Reader:1,ptr
Field Read,context=Reader:1,buflen
Variable Write,context=Reader:1#hasNextByte:4,result=true
Method Exit,returner=Reader:1#hasNextByte:4,value=true
Field Read,context=Reader:1,buf
Field Read,context=Reader:1,ptr
Field Write,context=Reader:1,ptr=2
Variable Write,context=Reader:1#readByte:2,result=32
Method Exit,returner=Reader:1#readByte:2,value=32
Variable Write,context=Reader:1#nextLong:1,b=32
Method Call,caller=Reader:1#nextLong:1,target=Reader:1#isPrintableChar:2
Variable Write,context=Reader:1#isPrintableChar:2,c=32
Variable Write,context=Reader:1#isPrintableChar:2,result=false
Method Exit,returner=Reader:1#isPrintableChar:2,value=false
Variable Write,context=Reader:1#nextLong:1,result=3
Method Exit,returner=Reader:1#nextLong:1,value=3
Variable Write,context=Reader:1#nextInt:1,num=3
Variable Write,context=Reader:1#nextInt:1,result=3
Method Exit,returner=Reader:1#nextInt:1,value=3
Variable Write,context=Main#main:1,n=3
Field Read,context=Main,sc
Method Call,caller=Main#main:1,target=Reader:1#nextInt:2
Method Call,caller=Reader:1#nextInt:2,target=Reader:1#nextLong:2
Method Call,caller=Reader:1#nextLong:2,target=Reader:1#hasNext:2
Method Call,caller=Reader:1#hasNext:2,target=Reader:1#skip:2
Method Call,caller=Reader:1#skip:2,target=Reader:1#hasNextByte:5
Field Read,context=Reader:1,ptr
Field Read,context=Reader:1,buflen
Variable Write,context=Reader:1#hasNextByte:5,result=true
Method Exit,returner=Reader:1#hasNextByte:5,value=true
Field Read,context=Reader:1,buf
Field Read,context=Reader:1,ptr
Method Call,caller=Reader:1#skip:2,target=Reader:1#isPrintableChar:3
Variable Write,context=Reader:1#isPrintableChar:3,c=51
Variable Write,context=Reader:1#isPrintableChar:3,result=true
Method Exit,returner=Reader:1#isPrintableChar:3,value=true
Method Exit,returner=Reader:1#skip:2,value=<void>
Method Call,caller=Reader:1#hasNext:2,target=Reader:1#hasNextByte:6
Field Read,context=Reader:1,ptr
Field Read,context=Reader:1,buflen
Variable Write,context=Reader:1#hasNextByte:6,result=true
Method Exit,returner=Reader:1#hasNextByte:6,value=true
Variable Write,context=Reader:1#hasNext:2,result=true
Method Exit,returner=Reader:1#hasNext:2,value=true
Variable Write,context=Reader:1#nextLong:2,minus=false
Method Call,caller=Reader:1#nextLong:2,target=Reader:1#readByte:3
Method Call,caller=Reader:1#readByte:3,target=Reader:1#hasNextByte:7
Field Read,context=Reader:1,ptr
Field Read,context=Reader:1,buflen
Variable Write,context=Reader:1#hasNextByte:7,result=true
Method Exit,returner=Reader:1#hasNextByte:7,value=true
Field Read,context=Reader:1,buf
Field Read,context=Reader:1,ptr
Field Write,context=Reader:1,ptr=3
Variable Write,context=Reader:1#readByte:3,result=51
Method Exit,returner=Reader:1#readByte:3,value=51
Variable Write,context=Reader:1#nextLong:2,num=51
Variable Write,context=Reader:1#nextLong:2,num=3
Method Call,caller=Reader:1#nextLong:2,target=Reader:1#readByte:4
Method Call,caller=Reader:1#readByte:4,target=Reader:1#hasNextByte:8
Field Read,context=Reader:1,ptr
Field Read,context=Reader:1,buflen
Variable Write,context=Reader:1#hasNextByte:8,result=true
Method Exit,returner=Reader:1#hasNextByte:8,value=true
Field Read,context=Reader:1,buf
Field Read,context=Reader:1,ptr
Field Write,context=Reader:1,ptr=4
Variable Write,context=Reader:1#readByte:4,result=32
Method Exit,returner=Reader:1#readByte:4,value=32
Variable Write,context=Reader:1#nextLong:2,b=32
Method Call,caller=Reader:1#nextLong:2,target=Reader:1#isPrintableChar:4
Variable Write,context=Reader:1#isPrintableChar:4,c=32
Variable Write,context=Reader:1#isPrintableChar:4,result=false
Method Exit,returner=Reader:1#isPrintableChar:4,value=false
Variable Write,context=Reader:1#nextLong:2,result=3
Method Exit,returner=Reader:1#nextLong:2,value=3
Variable Write,context=Reader:1#nextInt:2,num=3
Variable Write,context=Reader:1#nextInt:2,result=3
Method Exit,returner=Reader:1#nextInt:2,value=3
Variable Write,context=Main#main:1,m=3
Field Read,context=Main,sc
Method Call,caller=Main#main:1,target=Reader:1#nextInt:3
Method Call,caller=Reader:1#nextInt:3,target=Reader:1#nextLong:3
Method Call,caller=Reader:1#nextLong:3,target=Reader:1#hasNext:3
Method Call,caller=Reader:1#hasNext:3,target=Reader:1#skip:3
Method Call,caller=Reader:1#skip:3,target=Reader:1#hasNextByte:9
Field Read,context=Reader:1,ptr
Field Read,context=Reader:1,buflen
Variable Write,context=Reader:1#hasNextByte:9,result=true
Method Exit,returner=Reader:1#hasNextByte:9,value=true
Field Read,context=Reader:1,buf
Field Read,context=Reader:1,ptr
Method Call,caller=Reader:1#skip:3,target=Reader:1#isPrintableChar:5
Variable Write,context=Reader:1#isPrintableChar:5,c=51
Variable Write,context=Reader:1#isPrintableChar:5,result=true
Method Exit,returner=Reader:1#isPrintableChar:5,value=true
Method Exit,returner=Reader:1#skip:3,value=<void>
Method Call,caller=Reader:1#hasNext:3,target=Reader:1#hasNextByte:10
Field Read,context=Reader:1,ptr
Field Read,context=Reader:1,buflen
Variable Write,context=Reader:1#hasNextByte:10,result=true
Method Exit,returner=Reader:1#hasNextByte:10,value=true
Variable Write,context=Reader:1#hasNext:3,result=true
Method Exit,returner=Reader:1#hasNext:3,value=true
Variable Write,context=Reader:1#nextLong:3,minus=false
Method Call,caller=Reader:1#nextLong:3,target=Reader:1#readByte:5
Method Call,caller=Reader:1#readByte:5,target=Reader:1#hasNextByte:11
Field Read,context=Reader:1,ptr
Field Read,context=Reader:1,buflen
