Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
New Object,object=Main:1
Method Call,caller=Main#main:1,target=Main:1#Main:1
Field Write,context=Main:1,INF=1000000001
Method Exit,returner=Main:1#Main:1,value=<void>
Method Call,caller=Main#main:1,target=Main:1#run:1
Variable Write,context=Main:1#run:1,scanner=java.util.Scanner (id=48)
Field Write,context=Main:1,n=5
Variable Write,context=Main:1#run:1,q=8
Field Read,context=Main:1,n
New Object,object=int[]:1
Field Write,context=int[]:1,0=0
Field Write,context=int[]:1,1=0
Field Write,context=int[]:1,2=0
Field Write,context=int[]:1,3=0
Field Write,context=int[]:1,4=0
Variable Write,context=Main:1#run:1,st=int[]:1
Field Read,context=Main:1,n
Variable Write,context=Main:1#run:1,i=0
Field Write,context=int[]:1,0=5
Variable Write,context=Main:1#run:1,st=int[]:1
Field Read,context=Main:1,n
Variable Write,context=Main:1#run:1,i=1
Field Write,context=int[]:1,1=10
Variable Write,context=Main:1#run:1,st=int[]:1
Field Read,context=Main:1,n
Variable Write,context=Main:1#run:1,i=2
Field Write,context=int[]:1,2=8
Variable Write,context=Main:1#run:1,st=int[]:1
Field Read,context=Main:1,n
Variable Write,context=Main:1#run:1,i=3
Field Write,context=int[]:1,3=7
Variable Write,context=Main:1#run:1,st=int[]:1
Field Read,context=Main:1,n
Variable Write,context=Main:1#run:1,i=4
Field Write,context=int[]:1,4=3
Variable Write,context=Main:1#run:1,st=int[]:1
Field Read,context=Main:1,n
Field Read,context=Main:1,n
Variable Delete,method=Main:1#run:1 <name=i,type=int (id=7),value=<?>,index=3>
New Object,object=int[]:2
Field Write,context=int[]:2,0=5
Field Write,context=int[]:2,1=10
Field Write,context=int[]:2,2=8
Field Write,context=int[]:2,3=7
Field Write,context=int[]:2,4=3
Variable Write,context=Main:1#run:1,s=int[]:2
Variable Write,context=Main:1#run:1,list=java.util.LinkedList (id=52)
Variable Write,context=Main:1#run:1,q=7
