Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
New Object,object=Main:1
Method Call,caller=Main#main:1,target=Main:1#Main:1
Field Write,context=Main:1,__t__=1
Field Write,context=Main:1,__f__=0
Field Read,context=Main:1,__f__
Field Write,context=Main:1,__FILE_DEBUG_FLAG__=0
Field Write,context=Main:1,__DEBUG_FILE_NAME__=src/T1
Field Write,context=Main:1,MAX=1000000
Field Read,context=Main:1,MAX
Field Write,context=Main:1,A=int[1000000] (id=344)
Field Read,context=Main:1,MAX
Field Write,context=Main:1,B=int[1000000] (id=345)
Method Exit,returner=Main:1#Main:1,value=<void>
Method Call,caller=Main#main:1,target=Main:1#run:1
Field Read,context=Main:1,__FILE_DEBUG_FLAG__
Field Read,context=Main:1,__t__
Field Write,context=Main:1,is=java.io.BufferedInputStream (id=346)
Field Read,context=Main:1,is
New Object,object=Main$FastScanner:1
Method Call,caller=Main:1#run:1,target=Main$FastScanner:1#Main$FastScanner:1
Variable Write,context=Main$FastScanner:1#Main$FastScanner:1,stream=java.io.BufferedInputStream (id=346)
Field Write,context=Main$FastScanner:1,buf=byte[1024] (id=350)
Field Write,context=Main$FastScanner:1,stream=java.io.BufferedInputStream (id=346)
Method Exit,returner=Main$FastScanner:1#Main$FastScanner:1,value=<void>
Field Write,context=Main:1,in=Main$FastScanner:1
Field Write,context=Main:1,out=java.io.PrintWriter (id=351)
Method Call,caller=Main:1#run:1,target=Main:1#solve:1
Field Read,context=Main:1,in
Method Call,caller=Main:1#solve:1,target=Main$FastScanner:1#nextInt:1
Method Call,caller=Main$FastScanner:1#nextInt:1,target=Main$FastScanner:1#next:1
Method Call,caller=Main$FastScanner:1#next:1,target=Main$FastScanner:1#read:1
Field Read,context=Main$FastScanner:1,numChars
Field Read,context=Main$FastScanner:1,curChar
Field Read,context=Main$FastScanner:1,numChars
Field Write,context=Main$FastScanner:1,curChar=0
Field Read,context=Main$FastScanner:1,stream
