Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
New Object,object=Main:1
Method Call,caller=Main#main:1,target=Main:1#Main:1
Field Write,context=Main:1,kbd=java.util.Scanner (id=48)
Method Exit,returner=Main:1#Main:1,value=<void>
Method Call,caller=Main#main:1,target=Main:1#run:1
Field Read,context=Main:1,kbd
Field Read,context=Main:1,kbd
Field Write,context=Main:1,n=3649596966777
New Object,object=int[]:1
Field Write,context=int[]:1,0=0
Field Write,context=int[]:1,1=0
Field Write,context=int[]:1,2=0
Field Write,context=int[]:1,3=0
Field Write,context=int[]:1,4=0
Field Write,context=int[]:1,5=0
Field Write,context=int[]:1,6=0
Field Write,context=int[]:1,7=0
Field Write,context=int[]:1,8=0
Field Write,context=int[]:1,9=0
Variable Write,context=Main:1#run:1,num=int[]:1
Field Read,context=Main:1,n
Variable Write,context=Main:1#run:1,i=0
Field Read,context=Main:1,n
Variable Write,context=Main:1#run:1,a=3
Field Write,context=int[]:1,3=1
Variable Write,context=Main:1#run:1,num=int[]:1
Field Read,context=Main:1,n
Variable Write,context=Main:1#run:1,i=1
Variable Delete,method=Main:1#run:1 <name=a,type=int (id=7),value=<?>,index=2>
Field Read,context=Main:1,n
Variable Write,context=Main:1#run:1,a=6
Field Write,context=int[]:1,6=1
Variable Write,context=Main:1#run:1,num=int[]:1
Field Read,context=Main:1,n
Variable Write,context=Main:1#run:1,i=2
Variable Delete,method=Main:1#run:1 <name=a,type=int (id=7),value=<?>,index=2>
Field Read,context=Main:1,n
Variable Write,context=Main:1#run:1,a=4
Field Write,context=int[]:1,4=1
Variable Write,context=Main:1#run:1,num=int[]:1
Field Read,context=Main:1,n
Variable Write,context=Main:1#run:1,i=3
Variable Delete,method=Main:1#run:1 <name=a,type=int (id=7),value=<?>,index=2>
Field Read,context=Main:1,n
Variable Write,context=Main:1#run:1,a=9
Field Write,context=int[]:1,9=1
Variable Write,context=Main:1#run:1,num=int[]:1
Field Read,context=Main:1,n
