Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
New Object,object=Main:1
Method Call,caller=Main#main:1,target=Main:1#Main:1
Field Write,context=Main:1,sc=java.util.Scanner (id=364)
Method Exit,returner=Main:1#Main:1,value=<void>
Method Call,caller=Main#main:1,target=Main:1#run:1
Field Read,context=Main:1,sc
Field Read,context=Main:1,sc
Field Write,context=Main:1,n=9850
Field Read,context=Main:1,n
Method Call,caller=Main:1#run:1,target=Main:1#solve:1
Variable Write,context=Main:1#solve:1,i=0
Field Read,context=Main:1,n
Field Read,context=Main:1,sc
Field Write,context=Main:1,n=8800
Variable Write,context=Main:1#solve:1,i=1
Field Read,context=Main:1,n
Field Read,context=Main:1,sc
Field Write,context=Main:1,n=8000
Variable Write,context=Main:1#solve:1,i=2
Field Read,context=Main:1,n
Field Read,context=Main:1,sc
Field Write,context=Main:1,n=7580
Variable Write,context=Main:1#solve:1,i=3
Field Read,context=Main:1,n
Field Read,context=Main:1,sc
Field Write,context=Main:1,n=7200
Variable Write,context=Main:1#solve:1,i=4
Field Read,context=Main:1,n
Field Read,context=Main:1,sc
Field Write,context=Main:1,n=6600
Variable Write,context=Main:1#solve:1,i=5
Field Read,context=Main:1,n
Field Read,context=Main:1,sc
Field Write,context=Main:1,n=5780
Variable Write,context=Main:1#solve:1,i=6
Field Read,context=Main:1,n
Field Read,context=Main:1,sc
Field Write,context=Main:1,n=3380
Variable Write,context=Main:1#solve:1,i=7
Field Read,context=Main:1,n
Field Read,context=Main:1,sc
Field Write,context=Main:1,n=1580
Variable Write,context=Main:1#solve:1,i=8
Field Read,context=Main:1,n
Field Read,context=Main:1,sc
Field Write,context=Main:1,n=600
Field Read,context=Main:1,n
Variable Delete,method=Main:1#solve:1 <name=i,type=int (id=7),value=<?>,index=0>
Method Exit,returner=Main:1#solve:1,value=<void>
Field Read,context=Main:1,sc
Field Read,context=Main:1,sc
Field Write,context=Main:1,n=0
Field Read,context=Main:1,n
Field Read,context=Main:1,sc
