Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
Variable Write,context=Main#main:1,sc=java.io.BufferedReader (id=24)
Variable Write,context=Main#main:1,st=1.0 1.0 2.0 2.0 0.0 0.0 1.0 -1.0
New Object,object=java.lang.String[]:2
Field Write,context=java.lang.String[]:2,0=1.0
Field Write,context=java.lang.String[]:2,1=1.0
Field Write,context=java.lang.String[]:2,2=2.0
Field Write,context=java.lang.String[]:2,3=2.0
Field Write,context=java.lang.String[]:2,4=0.0
Field Write,context=java.lang.String[]:2,5=0.0
Field Write,context=java.lang.String[]:2,6=1.0
Field Write,context=java.lang.String[]:2,7=-1.0
Variable Write,context=Main#main:1,sp=java.lang.String[]:2
New Object,object=double[]:1
Field Write,context=double[]:1,0=0.0
Field Write,context=double[]:1,1=0.0
Field Write,context=double[]:1,2=0.0
Field Write,context=double[]:1,3=0.0
Field Write,context=double[]:1,4=0.0
Field Write,context=double[]:1,5=0.0
Field Write,context=double[]:1,6=0.0
Field Write,context=double[]:1,7=0.0
Variable Write,context=Main#main:1,map=double[]:1
Variable Write,context=Main#main:1,i=0
Field Write,context=double[]:1,0=1.0
Variable Write,context=Main#main:1,map=double[]:1
Variable Write,context=Main#main:1,i=1
Field Write,context=double[]:1,1=1.0
Variable Write,context=Main#main:1,map=double[]:1
Variable Write,context=Main#main:1,i=2
Field Write,context=double[]:1,2=2.0
Variable Write,context=Main#main:1,map=double[]:1
Variable Write,context=Main#main:1,i=3
Field Write,context=double[]:1,3=2.0
Variable Write,context=Main#main:1,map=double[]:1
Variable Write,context=Main#main:1,i=4
Variable Write,context=Main#main:1,map=double[]:1
Variable Write,context=Main#main:1,i=5
Variable Write,context=Main#main:1,map=double[]:1
Variable Write,context=Main#main:1,i=6
Field Write,context=double[]:1,6=1.0
Variable Write,context=Main#main:1,map=double[]:1
Variable Write,context=Main#main:1,i=7
Field Write,context=double[]:1,7=-1.0
Variable Write,context=Main#main:1,map=double[]:1
