Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
New Object,object=java.lang.String[]:2
Field Write,context=java.lang.String[]:2,0=
Field Write,context=java.lang.String[]:2,1=home
Field Write,context=java.lang.String[]:2,2=ACM
Field Write,context=java.lang.String[]:2,3=index.html
Variable Write,context=Main#main:1,t=java.lang.String[]:2
New Object,object=Main:1
Method Call,caller=Main#main:1,target=Main:1#Main:1
Method Exit,returner=Main:1#Main:1,value=<void>
Method Call,caller=Main#main:1,target=Main:1#run:1
Field Write,context=Main:1,sc=java.util.Scanner (id=370)
Field Read,context=Main:1,sc
Field Read,context=Main:1,sc
Variable Write,context=Main:1#run:1,n=5
Field Read,context=Main:1,sc
Variable Write,context=Main:1#run:1,m=6
Method Call,caller=Main:1#run:1,target=Main:1#calc:1
Variable Write,context=Main:1#calc:1,n=5
Variable Write,context=Main:1#calc:1,m=6
New Object,object=Node:1
Method Call,caller=Main:1#calc:1,target=Node:1#Node:1
Variable Write,context=Node:1#Node:1,n=
Variable Write,context=Node:1#Node:1,ue=null
Field Write,context=Node:1,name=
Field Write,context=Node:1,map=java.util.HashMap (id=374)
Field Write,context=Node:1,filenameMap=java.util.HashMap (id=375)
Field Write,context=Node:1,ue=null
Method Exit,returner=Node:1#Node:1,value=<void>
Variable Write,context=Main:1#calc:1,root=Node:1
Variable Write,context=Main:1#calc:1,i=0
Field Read,context=Main:1,sc
Variable Write,context=Main:1#calc:1,line=/home/ACM/index.html
New Object,object=java.lang.String[]:3
Field Write,context=java.lang.String[]:3,0=
Field Write,context=java.lang.String[]:3,1=home
Field Write,context=java.lang.String[]:3,2=ACM
Field Write,context=java.lang.String[]:3,3=index.html
Variable Write,context=Main:1#calc:1,lines=java.lang.String[]:3
Variable Write,context=Main:1#calc:1,node=Node:1
Variable Write,context=Main:1#calc:1,t=0
Field Read,context=Node:1,map
Field Read,context=Node:1,map
New Object,object=Node:2
Method Call,caller=Main:1#calc:1,target=Node:2#Node:2
