Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
Variable Write,context=Main#main:1,scanner=java.util.Scanner (id=47)
New Object,object=int[][]:1
New Object,object=int[]:1
Field Write,context=int[]:1,0=0
Field Write,context=int[]:1,1=0
Field Write,context=int[]:1,2=0
Field Write,context=int[][]:1,0=int[]:1
New Object,object=int[]:2
Field Write,context=int[]:2,0=0
Field Write,context=int[]:2,1=0
Field Write,context=int[]:2,2=255
Field Write,context=int[][]:1,1=int[]:2
New Object,object=int[]:3
Field Write,context=int[]:3,0=0
Field Write,context=int[]:3,1=255
Field Write,context=int[]:3,2=0
Field Write,context=int[][]:1,2=int[]:3
New Object,object=int[]:4
Field Write,context=int[]:4,0=0
Field Write,context=int[]:4,1=255
Field Write,context=int[]:4,2=255
Field Write,context=int[][]:1,3=int[]:4
New Object,object=int[]:5
Field Write,context=int[]:5,0=255
Field Write,context=int[]:5,1=0
Field Write,context=int[]:5,2=0
Field Write,context=int[][]:1,4=int[]:5
New Object,object=int[]:6
Field Write,context=int[]:6,0=255
Field Write,context=int[]:6,1=0
Field Write,context=int[]:6,2=255
Field Write,context=int[][]:1,5=int[]:6
New Object,object=int[]:7
Field Write,context=int[]:7,0=255
Field Write,context=int[]:7,1=255
Field Write,context=int[]:7,2=0
Field Write,context=int[][]:1,6=int[]:7
New Object,object=int[]:8
Field Write,context=int[]:8,0=255
Field Write,context=int[]:8,1=255
Field Write,context=int[]:8,2=255
Field Write,context=int[][]:1,7=int[]:8
Variable Write,context=Main#main:1,map=int[][]:1
New Object,object=java.lang.String[]:2
Field Write,context=java.lang.String[]:2,0=black
Field Write,context=java.lang.String[]:2,1=blue
Field Write,context=java.lang.String[]:2,2=lime
Field Write,context=java.lang.String[]:2,3=aqua
Field Write,context=java.lang.String[]:2,4=red
Field Write,context=java.lang.String[]:2,5=fuchsia
Field Write,context=java.lang.String[]:2,6=yellow
Field Write,context=java.lang.String[]:2,7=white
