Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
Variable Write,context=Main#main:1,scan=java.util.Scanner (id=363)
Variable Write,context=Main#main:1,x=5
Variable Write,context=Main#main:1,y=8
Variable Write,context=Main#main:1,s=105
New Object,object=int[]:1
Field Write,context=int[]:1,0=105
Field Write,context=int[]:1,1=108
Field Write,context=int[]:1,2=105
Variable Write,context=Main#main:1,data=int[]:1
Method Call,caller=Main#main:1,target=Main#doMoney:1
Variable Write,context=Main#doMoney:1,data=int[]:1
Variable Write,context=Main#doMoney:1,max=-1
Variable Write,context=Main#doMoney:1,i=1
Variable Write,context=Main#doMoney:1,j=1
Variable Write,context=Main#doMoney:1,j=2
Variable Write,context=Main#doMoney:1,j=3
Variable Write,context=Main#doMoney:1,j=4
Variable Write,context=Main#doMoney:1,j=5
Variable Write,context=Main#doMoney:1,j=6
Variable Write,context=Main#doMoney:1,j=7
Variable Write,context=Main#doMoney:1,j=8
Variable Write,context=Main#doMoney:1,j=9
Variable Write,context=Main#doMoney:1,j=10
Variable Write,context=Main#doMoney:1,j=11
Variable Write,context=Main#doMoney:1,j=12
Variable Write,context=Main#doMoney:1,j=13
Variable Write,context=Main#doMoney:1,j=14
Variable Write,context=Main#doMoney:1,j=15
Variable Write,context=Main#doMoney:1,j=16
Variable Write,context=Main#doMoney:1,j=17
Variable Write,context=Main#doMoney:1,j=18
Variable Write,context=Main#doMoney:1,j=19
Variable Write,context=Main#doMoney:1,j=20
Variable Write,context=Main#doMoney:1,j=21
Variable Write,context=Main#doMoney:1,j=22
Variable Write,context=Main#doMoney:1,j=23
Variable Write,context=Main#doMoney:1,j=24
Variable Write,context=Main#doMoney:1,j=25
Variable Write,context=Main#doMoney:1,j=26
Variable Write,context=Main#doMoney:1,j=27
Variable Write,context=Main#doMoney:1,j=28
Variable Write,context=Main#doMoney:1,j=29
Variable Write,context=Main#doMoney:1,j=30
Variable Write,context=Main#doMoney:1,j=31
