Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
Variable Write,context=Main#main:1,br=java.io.BufferedReader (id=342)
Variable Write,context=Main#main:1,color=
Method Call,caller=Main#main:1,target=Main#ip:1
Variable Write,context=Main#ip:1,s=java.io.BufferedReader (id=342)
Variable Write,context=Main#ip:1,result=8
Method Exit,returner=Main#ip:1,value=8
Variable Write,context=Main#main:1,n=8
Variable Write,context=Main#main:1,colorMap=java.util.HashMap (id=344)
New Object,object=java.lang.String[]:2
Field Write,context=java.lang.String[]:2,0=3
Field Write,context=java.lang.String[]:2,1=1
Field Write,context=java.lang.String[]:2,2=2
Field Write,context=java.lang.String[]:2,3=3
Field Write,context=java.lang.String[]:2,4=3
Field Write,context=java.lang.String[]:2,5=1
Field Write,context=java.lang.String[]:2,6=5
Field Write,context=java.lang.String[]:2,7=3
Variable Write,context=Main#main:1,list=java.lang.String[]:2
Variable Write,context=Main#main:1,i=3
Variable Write,context=Main#main:1,i=1
Variable Write,context=Main#main:1,i=2
Variable Write,context=Main#main:1,i=3
Variable Write,context=Main#main:1,count=2
Variable Write,context=Main#main:1,i=3
Variable Delete,method=Main#main:1 <name=count,type=int (id=7),value=<?>,index=7>
Variable Write,context=Main#main:1,count=3
Variable Write,context=Main#main:1,i=1
Variable Delete,method=Main#main:1 <name=count,type=int (id=7),value=<?>,index=7>
Variable Write,context=Main#main:1,count=2
Variable Write,context=Main#main:1,i=5
Variable Delete,method=Main#main:1 <name=count,type=int (id=7),value=<?>,index=7>
Variable Write,context=Main#main:1,i=3
Variable Write,context=Main#main:1,count=4
Variable Delete,method=Main#main:1 <name=count,type=int (id=7),value=<?>,index=7>
Variable Delete,method=Main#main:1 <name=i,type=java.lang.String (id=25),value=<?>,index=6>
Variable Delete,method=Main#main:1 <name=color,type=java.lang.String (id=25),value=,index=2>
Variable Delete,method=Main#main:1 <name=n,type=int (id=7),value=0,index=3>
Variable Delete,method=Main#main:1 <name=colorMap,type=java.util.Map (unresolved),value=<?>,index=4>
Variable Delete,method=Main#main:1 <name=list,type=java.lang.String[] (id=59),value=<?>,index=5>
Variable Write,context=Main#main:1,color=
Method Call,caller=Main#main:1,target=Main#ip:2
Variable Write,context=Main#ip:2,s=java.io.BufferedReader (id=342)
Variable Write,context=Main#ip:2,result=7
Method Exit,returner=Main#ip:2,value=7
Variable Write,context=Main#main:1,n=7
Variable Write,context=Main#main:1,colorMap=java.util.HashMap (id=354)
New Object,object=java.lang.String[]:3
Field Write,context=java.lang.String[]:3,0=5
Field Write,context=java.lang.String[]:3,1=2
Field Write,context=java.lang.String[]:3,2=5
Field Write,context=java.lang.String[]:3,3=3
Field Write,context=java.lang.String[]:3,4=4
Field Write,context=java.lang.String[]:3,5=5
Field Write,context=java.lang.String[]:3,6=5
Variable Write,context=Main#main:1,list=java.lang.String[]:3
Variable Write,context=Main#main:1,i=5
Variable Write,context=Main#main:1,i=2
Variable Write,context=Main#main:1,i=5
Variable Write,context=Main#main:1,count=2
Variable Write,context=Main#main:1,i=3
Variable Delete,method=Main#main:1 <name=count,type=int (id=7),value=<?>,index=7>
Variable Write,context=Main#main:1,i=4
Variable Write,context=Main#main:1,i=5
Variable Write,context=Main#main:1,count=3
Variable Write,context=Main#main:1,i=5
Variable Delete,method=Main#main:1 <name=count,type=int (id=7),value=<?>,index=7>
Variable Write,context=Main#main:1,count=4
Variable Write,context=Main#main:1,color=5
Variable Delete,method=Main#main:1 <name=i,type=java.lang.String (id=25),value=<?>,index=6>
Variable Delete,method=Main#main:1 <name=count,type=int (id=7),value=<?>,index=7>
Variable Delete,method=Main#main:1 <name=color,type=java.lang.String (id=25),value=,index=2>
Variable Delete,method=Main#main:1 <name=n,type=int (id=7),value=0,index=3>
Variable Delete,method=Main#main:1 <name=colorMap,type=java.util.Map (unresolved),value=<?>,index=4>
Variable Delete,method=Main#main:1 <name=list,type=java.lang.String[] (id=59),value=<?>,index=5>
Variable Write,context=Main#main:1,color=
Method Call,caller=Main#main:1,target=Main#ip:3
Variable Write,context=Main#ip:3,s=java.io.BufferedReader (id=342)
Variable Write,context=Main#ip:3,result=0
Method Exit,returner=Main#ip:3,value=0
Variable Write,context=Main#main:1,n=0
Method Exit,returner=Main#main:1,value=<void>
Thread End,
