Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
Variable Write,context=Main#main:1,sc=java.util.Scanner (id=47)
New Object,object=int[]:1
Field Write,context=int[]:1,0=0
Field Write,context=int[]:1,1=0
Field Write,context=int[]:1,2=0
Field Write,context=int[]:1,3=0
Field Write,context=int[]:1,4=0
Field Write,context=int[]:1,5=0
Field Write,context=int[]:1,6=0
Field Write,context=int[]:1,7=0
Variable Write,context=Main#main:1,l=int[]:1
Variable Write,context=Main#main:1,i=0
Field Write,context=int[]:1,0=2
Variable Write,context=Main#main:1,l=int[]:1
Variable Write,context=Main#main:1,i=1
Field Write,context=int[]:1,1=3
Variable Write,context=Main#main:1,l=int[]:1
Variable Write,context=Main#main:1,i=2
Field Write,context=int[]:1,2=1
Variable Write,context=Main#main:1,l=int[]:1
Variable Write,context=Main#main:1,i=3
Field Write,context=int[]:1,3=4
Variable Write,context=Main#main:1,l=int[]:1
Variable Write,context=Main#main:1,i=4
Variable Write,context=Main#main:1,l=int[]:1
Variable Write,context=Main#main:1,i=5
Field Write,context=int[]:1,5=1
Variable Write,context=Main#main:1,l=int[]:1
Variable Write,context=Main#main:1,i=6
Variable Write,context=Main#main:1,l=int[]:1
Variable Write,context=Main#main:1,i=7
Field Write,context=int[]:1,7=1
Variable Write,context=Main#main:1,l=int[]:1
Variable Delete,method=Main#main:1 <name=i,type=int (id=7),value=<?>,index=3>
Variable Write,context=Main#main:1,v=0
Variable Write,context=Main#main:1,min=2147483647
New Object,object=int[]:2
Field Write,context=int[]:2,0=1
Field Write,context=int[]:2,1=2
Field Write,context=int[]:2,2=1
Field Write,context=int[]:2,3=2
Field Write,context=int[]:2,4=1
Field Write,context=int[]:2,5=4
Field Write,context=int[]:2,6=1
Field Write,context=int[]:2,7=4
Variable Write,context=Main#main:1,c=int[]:2
New Object,object=int[]:3
Field Write,context=int[]:3,0=0
Field Write,context=int[]:3,1=2
Field Write,context=int[]:3,2=6
