Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
New Object,object=Main:1
Method Call,caller=Main#main:1,target=Main:1#Main:1
New Object,object=java.lang.String[]:2
Field Write,context=java.lang.String[]:2,0=ld
Field Write,context=java.lang.String[]:2,1=mb
Field Write,context=java.lang.String[]:2,2=mp
Field Write,context=java.lang.String[]:2,3=nc
Field Write,context=java.lang.String[]:2,4=nd
Field Write,context=java.lang.String[]:2,5=ng
Field Write,context=java.lang.String[]:2,6=nt
Field Write,context=java.lang.String[]:2,7=nw
Field Write,context=java.lang.String[]:2,8=ps
Field Write,context=java.lang.String[]:2,9=qu
Field Write,context=java.lang.String[]:2,10=cw
Field Write,context=java.lang.String[]:2,11=ts
Field Write,context=Main:1,kang=java.lang.String[]:2
Variable Write,context=Main:1#Main:1,sc=java.util.Scanner (id=377)
Variable Write,context=Main:1#Main:1,n=3
Variable Write,context=Main:1#Main:1,wd=Wd[38] (id=379)
Variable Write,context=Main:1#Main:1,i=0
New Object,object=Wd:1
Method Call,caller=Main:1#Main:1,target=Wd:1#Wd:1
Variable Write,context=Wd:1#Wd:1,n=0
Variable Write,context=Wd:1#Wd:1,str=a
Field Write,context=Wd:1,str=a
Field Write,context=Wd:1,n=0
Field Write,context=Wd:1,stlt=int[38] (id=384)
Method Exit,returner=Wd:1#Wd:1,value=<void>
Variable Write,context=Main:1#Main:1,wd=Wd[38] (id=379)
Variable Write,context=Main:1#Main:1,i=1
New Object,object=Wd:2
Method Call,caller=Main:1#Main:1,target=Wd:2#Wd:2
Variable Write,context=Wd:2#Wd:2,n=1
Variable Write,context=Wd:2#Wd:2,str=b
Field Write,context=Wd:2,str=b
Field Write,context=Wd:2,n=1
Field Write,context=Wd:2,stlt=int[38] (id=387)
Method Exit,returner=Wd:2#Wd:2,value=<void>
Variable Write,context=Main:1#Main:1,wd=Wd[38] (id=379)
Variable Write,context=Main:1#Main:1,i=2
New Object,object=Wd:3
