Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
New Object,object=Main:1
Method Call,caller=Main#main:1,target=Main:1#Main:1
New Object,object=int[][]:1
New Object,object=int[]:1
Field Write,context=int[]:1,0=-1
Field Write,context=int[]:1,1=0
Field Write,context=int[]:1,2=1
Field Write,context=int[]:1,3=0
Field Write,context=int[][]:1,0=int[]:1
New Object,object=int[]:2
Field Write,context=int[]:2,0=0
Field Write,context=int[]:2,1=-1
Field Write,context=int[]:2,2=0
Field Write,context=int[]:2,3=1
Field Write,context=int[][]:1,1=int[]:2
New Object,object=int[]:3
Field Write,context=int[]:3,0=1
Field Write,context=int[]:3,1=0
Field Write,context=int[]:3,2=-1
Field Write,context=int[]:3,3=0
Field Write,context=int[][]:1,2=int[]:3
New Object,object=int[]:4
Field Write,context=int[]:4,0=0
Field Write,context=int[]:4,1=1
Field Write,context=int[]:4,2=0
Field Write,context=int[]:4,3=-1
Field Write,context=int[][]:1,3=int[]:4
Field Write,context=Main:1,move=int[][]:1
Method Exit,returner=Main:1#Main:1,value=<void>
Method Call,caller=Main#main:1,target=Main:1#run:1
Variable Write,context=Main:1#run:1,scanner=java.util.Scanner (id=55)
Variable Write,context=Main:1#run:1,w=6
Variable Write,context=Main:1#run:1,h=6
Variable Write,context=Main:1#run:1,a=2
Variable Write,context=Main:1#run:1,b=4
Variable Write,context=Main:1#run:1,c=6
Variable Write,context=Main:1#run:1,d=2
New Object,object=Main$Pair:1
Method Call,caller=Main:1#run:1,target=Main$Pair:1#Main$Pair:1
Variable Write,context=Main$Pair:1#Main$Pair:1,y=4
Variable Write,context=Main$Pair:1#Main$Pair:1,x=2
Field Write,context=Main$Pair:1,y=4
Field Write,context=Main$Pair:1,x=2
Method Exit,returner=Main$Pair:1#Main$Pair:1,value=<void>
Variable Write,context=Main:1#run:1,kazuyuki=Main$Pair:1
New Object,object=Main$Pair:2
Method Call,caller=Main:1#run:1,target=Main$Pair:2#Main$Pair:2
