Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#<clinit>:1
Field Write,context=Main,INF=16777216
Field Write,context=Main,min=16777216
Method Exit,returner=Main#<clinit>:1,value=<void>
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
Variable Write,context=Main#main:1,stdIn=java.util.Scanner (id=47)
Field Write,context=Main,N=5
Field Write,context=Main,M=4
Field Write,context=Main,p=0
Field Read,context=Main,N
Field Write,context=Main,Limit=250
Field Read,context=Main,N
New Object,object=boolean[]:1
Field Write,context=boolean[]:1,0=false
Field Write,context=boolean[]:1,1=false
Field Write,context=boolean[]:1,2=false
Field Write,context=boolean[]:1,3=false
Field Write,context=boolean[]:1,4=false
Field Write,context=Main,isDist=boolean[]:1
Field Read,context=Main,M
Variable Write,context=Main#main:1,i=0
Variable Write,context=Main#main:1,d=1
Field Read,context=Main,isDist
Field Read,context=Main,M
Variable Write,context=Main#main:1,i=1
Variable Delete,method=Main#main:1 <name=d,type=int (id=7),value=<?>,index=3>
Variable Write,context=Main#main:1,d=2
Field Read,context=Main,isDist
Field Read,context=Main,M
Variable Write,context=Main#main:1,i=2
Variable Delete,method=Main#main:1 <name=d,type=int (id=7),value=<?>,index=3>
Variable Write,context=Main#main:1,d=3
Field Read,context=Main,isDist
Field Read,context=Main,M
Variable Write,context=Main#main:1,i=3
Variable Delete,method=Main#main:1 <name=d,type=int (id=7),value=<?>,index=3>
Variable Write,context=Main#main:1,d=4
Field Read,context=Main,isDist
Field Read,context=Main,M
Variable Delete,method=Main#main:1 <name=d,type=int (id=7),value=<?>,index=3>
Field Read,context=Main,isDist
Field Read,context=Main,N
Variable Delete,method=Main#main:1 <name=i,type=int (id=7),value=<?>,index=2>
New Object,object=boolean[]:2
Field Write,context=boolean[]:2,0=false
Field Write,context=boolean[]:2,1=true
Field Write,context=boolean[]:2,2=true
Field Write,context=boolean[]:2,3=true
Field Write,context=boolean[]:2,4=true
Variable Write,context=Main#main:1,isDist2=boolean[]:2
Field Read,context=Main,p
Field Read,context=Main,isDist
