Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
Variable Write,context=Main#main:1,sc=java.util.Scanner (id=363)
Field Write,context=Main,m=1
Field Write,context=Main,n=1
Field Write,context=Main,d=1
Field Read,context=Main,m
Field Read,context=Main,n
Field Read,context=Main,m
New Object,object=int[][]:1
New Object,object=int[]:1
Field Write,context=int[]:1,0=0
Field Write,context=int[][]:1,0=int[]:1
Field Write,context=Main,s=int[][]:1
Field Read,context=Main,n
Variable Write,context=Main#main:1,i=0
Field Read,context=Main,m
Variable Write,context=Main#main:1,j=0
Field Read,context=Main,s
Field Read,context=Main,m
Field Read,context=Main,n
Variable Delete,method=Main#main:1 <name=j,type=int (id=7),value=<?>,index=3>
Field Read,context=Main,n
Field Read,context=Main,m
Field Write,context=Main,S=1
Variable Delete,method=Main#main:1 <name=i,type=int (id=7),value=<?>,index=2>
Field Read,context=Main,S
Field Read,context=Main,S
New Object,object=int[][]:2
New Object,object=int[]:2
Field Write,context=int[]:2,0=0
Field Write,context=int[]:2,1=0
Field Write,context=int[][]:2,0=int[]:2
Variable Write,context=Main#main:1,field=int[][]:2
Field Read,context=Main,n
Variable Write,context=Main#main:1,i=0
Field Read,context=Main,m
Variable Write,context=Main#main:1,j=0
Field Read,context=Main,m
Field Read,context=Main,m
Variable Write,context=Main#main:1,field=int[][]:2
Field Read,context=Main,s
Field Read,context=Main,m
Field Read,context=Main,S
Variable Write,context=Main#main:1,field=int[][]:2
Field Read,context=Main,n
Variable Write,context=Main#main:1,y=0
Field Read,context=Main,m
Variable Write,context=Main#main:1,x=0
Field Read,context=Main,d
Field Read,context=Main,m
Field Read,context=Main,n
Variable Delete,method=Main#main:1 <name=x,type=int (id=7),value=<?>,index=8>
Field Read,context=Main,m
Variable Delete,method=Main#main:1 <name=y,type=int (id=7),value=<?>,index=7>
Field Read,context=Main,n
Variable Delete,method=Main#main:1 <name=j,type=int (id=7),value=<?>,index=6>
