Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#<clinit>:1
Field Write,context=Main,kbd=java.util.Scanner (id=44)
Method Exit,returner=Main#<clinit>:1,value=<void>
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
Field Read,context=Main,kbd
Variable Write,context=Main#main:1,n=3
Method Call,caller=Main#main:1,target=Main#solve:1
Field Read,context=Main,kbd
Variable Write,context=Main#solve:1,s=Hoshino
Variable Write,context=Main#solve:1,ans=Hoshina
Method Exit,returner=Main#solve:1,value=<void>
Variable Write,context=Main#main:1,n=2
Method Call,caller=Main#main:1,target=Main#solve:2
Field Read,context=Main,kbd
Variable Write,context=Main#solve:2,s=Hashino
Variable Write,context=Main#solve:2,ans=Hashino
Method Exit,returner=Main#solve:2,value=<void>
Variable Write,context=Main#main:1,n=1
Method Call,caller=Main#main:1,target=Main#solve:3
Field Read,context=Main,kbd
Variable Write,context=Main#solve:3,s=Masayuki Hoshino was the grandson of Ieyasu Tokugawa.
Variable Write,context=Main#solve:3,ans=Masayuki Hoshina was the grandson of Ieyasu Tokugawa.
Method Exit,returner=Main#solve:3,value=<void>
Variable Write,context=Main#main:1,n=0
Method Exit,returner=Main#main:1,value=<void>
Thread End,
