Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#<clinit>:1
Field Write,context=Main,MAX_N=262144
Field Read,context=Main,MAX_N
Field Write,context=Main,dat=int[262144] (id=21)
Method Exit,returner=Main#<clinit>:1,value=<void>
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
Variable Write,context=Main#main:1,sc=java.util.Scanner (id=49)
Field Write,context=Main,n=9
Variable Write,context=Main#main:1,d=2
Field Read,context=Main,n
New Object,object=Main$Data[]:1
Field Write,context=Main$Data[]:1,0=null
Field Write,context=Main$Data[]:1,1=null
Field Write,context=Main$Data[]:1,2=null
Field Write,context=Main$Data[]:1,3=null
Field Write,context=Main$Data[]:1,4=null
Field Write,context=Main$Data[]:1,5=null
Field Write,context=Main$Data[]:1,6=null
Field Write,context=Main$Data[]:1,7=null
Field Write,context=Main$Data[]:1,8=null
Variable Write,context=Main#main:1,data=Main$Data[]:1
Field Read,context=Main,n
Variable Write,context=Main#main:1,i=0
New Object,object=Main$Data:1
Method Call,caller=Main#main:1,target=Main$Data:1#Main$Data:1
Variable Write,context=Main$Data:1#Main$Data:1,a=1
Variable Write,context=Main$Data:1#Main$Data:1,c=1
Variable Write,context=Main$Data:1#Main$Data:1,d=1
Field Write,context=Main$Data:1,x=1
Field Write,context=Main$Data:1,y=1
Field Write,context=Main$Data:1,b=1
Method Exit,returner=Main$Data:1#Main$Data:1,value=<void>
Field Write,context=Main$Data[]:1,0=Main$Data:1
Variable Write,context=Main#main:1,data=Main$Data[]:1
Field Read,context=Main,n
Variable Write,context=Main#main:1,i=1
New Object,object=Main$Data:2
Method Call,caller=Main#main:1,target=Main$Data:2#Main$Data:2
Variable Write,context=Main$Data:2#Main$Data:2,a=1
Variable Write,context=Main$Data:2#Main$Data:2,c=5
Variable Write,context=Main$Data:2#Main$Data:2,d=12
Field Write,context=Main$Data:2,x=1
Field Write,context=Main$Data:2,y=5
Field Write,context=Main$Data:2,b=12
Method Exit,returner=Main$Data:2#Main$Data:2,value=<void>
Field Write,context=Main$Data[]:1,1=Main$Data:2
Variable Write,context=Main#main:1,data=Main$Data[]:1
Field Read,context=Main,n
Variable Write,context=Main#main:1,i=2
New Object,object=Main$Data:3
Method Call,caller=Main#main:1,target=Main$Data:3#Main$Data:3
Variable Write,context=Main$Data:3#Main$Data:3,a=2
Variable Write,context=Main$Data:3#Main$Data:3,c=3
Variable Write,context=Main$Data:3#Main$Data:3,d=2
Field Write,context=Main$Data:3,x=2
Field Write,context=Main$Data:3,y=3
Field Write,context=Main$Data:3,b=2
Method Exit,returner=Main$Data:3#Main$Data:3,value=<void>
Field Write,context=Main$Data[]:1,2=Main$Data:3
Variable Write,context=Main#main:1,data=Main$Data[]:1
Field Read,context=Main,n
Variable Write,context=Main#main:1,i=3
New Object,object=Main$Data:4
Method Call,caller=Main#main:1,target=Main$Data:4#Main$Data:4
Variable Write,context=Main$Data:4#Main$Data:4,a=3
Variable Write,context=Main$Data:4#Main$Data:4,c=2
Variable Write,context=Main$Data:4#Main$Data:4,d=4
Field Write,context=Main$Data:4,x=3
Field Write,context=Main$Data:4,y=2
Field Write,context=Main$Data:4,b=4
Method Exit,returner=Main$Data:4#Main$Data:4,value=<void>
Field Write,context=Main$Data[]:1,3=Main$Data:4
Variable Write,context=Main#main:1,data=Main$Data[]:1
Field Read,context=Main,n
Variable Write,context=Main#main:1,i=4
New Object,object=Main$Data:5
Method Call,caller=Main#main:1,target=Main$Data:5#Main$Data:5
Variable Write,context=Main$Data:5#Main$Data:5,a=4
Variable Write,context=Main$Data:5#Main$Data:5,c=4
Variable Write,context=Main$Data:5#Main$Data:5,d=1
Field Write,context=Main$Data:5,x=4
Field Write,context=Main$Data:5,y=4
Field Write,context=Main$Data:5,b=1
Method Exit,returner=Main$Data:5#Main$Data:5,value=<void>
Field Write,context=Main$Data[]:1,4=Main$Data:5
Variable Write,context=Main#main:1,data=Main$Data[]:1
Field Read,context=Main,n
Variable Write,context=Main#main:1,i=5
New Object,object=Main$Data:6
Method Call,caller=Main#main:1,target=Main$Data:6#Main$Data:6
Variable Write,context=Main$Data:6#Main$Data:6,a=5
Variable Write,context=Main$Data:6#Main$Data:6,c=1
Variable Write,context=Main$Data:6#Main$Data:6,d=3
Field Write,context=Main$Data:6,x=5
Field Write,context=Main$Data:6,y=1
Field Write,context=Main$Data:6,b=3
Method Exit,returner=Main$Data:6#Main$Data:6,value=<void>
Field Write,context=Main$Data[]:1,5=Main$Data:6
Variable Write,context=Main#main:1,data=Main$Data[]:1
Field Read,context=Main,n
Variable Write,context=Main#main:1,i=6
New Object,object=Main$Data:7
Method Call,caller=Main#main:1,target=Main$Data:7#Main$Data:7
Variable Write,context=Main$Data:7#Main$Data:7,a=5
Variable Write,context=Main$Data:7#Main$Data:7,c=3
Variable Write,context=Main$Data:7#Main$Data:7,d=8
Field Write,context=Main$Data:7,x=5
Field Write,context=Main$Data:7,y=3
Field Write,context=Main$Data:7,b=8
Method Exit,returner=Main$Data:7#Main$Data:7,value=<void>
Field Write,context=Main$Data[]:1,6=Main$Data:7
Variable Write,context=Main#main:1,data=Main$Data[]:1
Field Read,context=Main,n
Variable Write,context=Main#main:1,i=7
New Object,object=Main$Data:8
Method Call,caller=Main#main:1,target=Main$Data:8#Main$Data:8
Variable Write,context=Main$Data:8#Main$Data:8,a=6
Variable Write,context=Main$Data:8#Main$Data:8,c=5
Variable Write,context=Main$Data:8#Main$Data:8,d=5
Field Write,context=Main$Data:8,x=6
Field Write,context=Main$Data:8,y=5
Field Write,context=Main$Data:8,b=5
Method Exit,returner=Main$Data:8#Main$Data:8,value=<void>
Field Write,context=Main$Data[]:1,7=Main$Data:8
Variable Write,context=Main#main:1,data=Main$Data[]:1
Field Read,context=Main,n
Variable Write,context=Main#main:1,i=8
New Object,object=Main$Data:9
Method Call,caller=Main#main:1,target=Main$Data:9#Main$Data:9
Variable Write,context=Main$Data:9#Main$Data:9,a=7
Variable Write,context=Main$Data:9#Main$Data:9,c=2
Variable Write,context=Main$Data:9#Main$Data:9,d=4
Field Write,context=Main$Data:9,x=7
Field Write,context=Main$Data:9,y=2
Field Write,context=Main$Data:9,b=4
Method Exit,returner=Main$Data:9#Main$Data:9,value=<void>
Field Write,context=Main$Data[]:1,8=Main$Data:9
Variable Write,context=Main#main:1,data=Main$Data[]:1
Field Read,context=Main,n
Method Call,caller=Main#main:1,target=Ljava/util/Arrays;.sort([Ljava/lang/Object;)
Method Call,caller=Ljava/util/Arrays;.sort([Ljava/lang/Object;),target=Ljava/util/Arrays;.sort([Ljava/lang/Object;)
Method Call,caller=Ljava/util/Arrays;.sort([Ljava/lang/Object;),target=Ljava/util/ComparableTimSort;.sort([Ljava/lang/Object;II[Ljava/lang/Object;II)
Method Call,caller=Ljava/util/ComparableTimSort;.sort([Ljava/lang/Object;II[Ljava/lang/Object;II),target=Ljava/util/ComparableTimSort;.countRunAndMakeAscending([Ljava/lang/Object;II)
Method Exit,returner=Ljava/util/ComparableTimSort;.countRunAndMakeAscending([Ljava/lang/Object;II),value=<void>
Method Exit,returner=Ljava/util/ComparableTimSort;.sort([Ljava/lang/Object;II[Ljava/lang/Object;II),value=<void>
Method Exit,returner=Ljava/util/Arrays;.sort([Ljava/lang/Object;),value=<void>
Method Call,caller=Ljava/util/Arrays;.sort([Ljava/lang/Object;),target=Ljava/util/ComparableTimSort;.countRunAndMakeAscending([Ljava/lang/Object;II)
Method Call,caller=Ljava/util/ComparableTimSort;.countRunAndMakeAscending([Ljava/lang/Object;II),target=Ljava/util/ComparableTimSort;.countRunAndMakeAscending([Ljava/lang/Object;II)
