Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,srgs=java.lang.String[]:1
Variable Write,context=Main#main:1,sc=java.util.Scanner (id=47)
Variable Write,context=Main#main:1,n=3
New Object,object=Main$Player[]:1
Field Write,context=Main$Player[]:1,0=null
Field Write,context=Main$Player[]:1,1=null
Field Write,context=Main$Player[]:1,2=null
Variable Write,context=Main#main:1,player=Main$Player[]:1
Variable Write,context=Main#main:1,i=0
New Object,object=java.lang.String[]:2
Field Write,context=java.lang.String[]:2,0=1010
Field Write,context=java.lang.String[]:2,1=6
Field Write,context=java.lang.String[]:2,2=3
Field Write,context=java.lang.String[]:2,3=10
Field Write,context=java.lang.String[]:2,4=7
Field Write,context=java.lang.String[]:2,5=1
Field Write,context=java.lang.String[]:2,6=0
Field Write,context=java.lang.String[]:2,7=7
Field Write,context=java.lang.String[]:2,8=9
Field Write,context=java.lang.String[]:2,9=1
Field Write,context=java.lang.String[]:2,10=10
Field Write,context=java.lang.String[]:2,11=6
Field Write,context=java.lang.String[]:2,12=2
Field Write,context=java.lang.String[]:2,13=4
Field Write,context=java.lang.String[]:2,14=3
Field Write,context=java.lang.String[]:2,15=9
Field Write,context=java.lang.String[]:2,16=1
Field Write,context=java.lang.String[]:2,17=9
Field Write,context=java.lang.String[]:2,18=0
Variable Write,context=Main#main:1,s=java.lang.String[]:2
New Object,object=Main$Player:1
Method Call,caller=Main#main:1,target=Main$Player:1#Player:1
Method Exit,returner=Main$Player:1#Player:1,value=<void>
Field Write,context=Main$Player[]:1,0=Main$Player:1
Variable Write,context=Main#main:1,player=Main$Player[]:1
Field Write,context=Main$Player:1,number=1010
Variable Write,context=Main#main:1,index=1
Variable Write,context=Main#main:1,j=1
Field Read,context=Main$Player:1,score
Field Write,context=Main$Player:1,score=9
Variable Write,context=Main#main:1,index=3
Variable Write,context=Main#main:1,j=2
Field Read,context=Main$Player:1,score
Field Write,context=Main$Player:1,score=27
Variable Write,context=Main#main:1,index=4
