Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
Variable Write,context=Main#main:1,sc=java.util.Scanner (id=363)
Variable Write,context=Main#main:1,a0=2012
Variable Write,context=Main#main:1,L=4
Variable Write,context=Main#main:1,map=java.util.HashMap (id=364)
Variable Write,context=Main#main:1,value=2012
Variable Write,context=Main#main:1,count=1
Variable Write,context=Main#main:1,value_str=2012
New Object,object=char[]:1
Field Write,context=char[]:1,0=2
Field Write,context=char[]:1,1=0
Field Write,context=char[]:1,2=1
Field Write,context=char[]:1,3=2
Variable Write,context=Main#main:1,value_array=char[]:1
Variable Write,context=Main#main:1,max=java.lang.StringBuilder (id=367)
Variable Write,context=Main#main:1,min=java.lang.StringBuilder (id=368)
Variable Write,context=Main#main:1,i=0
Variable Write,context=Main#main:1,i=1
Variable Write,context=Main#main:1,i=2
Variable Write,context=Main#main:1,i=3
Variable Delete,method=Main#main:1 <name=i,type=int (id=7),value=<?>,index=12>
Variable Write,context=Main#main:1,min_value=122
Variable Write,context=Main#main:1,max_value=2210
Variable Write,context=Main#main:1,next_value=2088
Variable Write,context=Main#main:1,value=2088
Variable Write,context=Main#main:1,count=2
Variable Delete,method=Main#main:1 <name=value_str,type=java.lang.String (id=25),value=<?>,index=7>
Variable Delete,method=Main#main:1 <name=value_array,type=char[] (id=68),value=<?>,index=9>
Variable Delete,method=Main#main:1 <name=max,type=java.lang.StringBuilder (unresolved),value=<?>,index=10>
Variable Delete,method=Main#main:1 <name=min,type=java.lang.StringBuilder (unresolved),value=<?>,index=11>
Variable Delete,method=Main#main:1 <name=min_value,type=int (id=7),value=<?>,index=13>
Variable Delete,method=Main#main:1 <name=max_value,type=int (id=7),value=<?>,index=14>
Variable Delete,method=Main#main:1 <name=next_value,type=int (id=7),value=<?>,index=15>
Variable Write,context=Main#main:1,value_str=2088
New Object,object=char[]:2
Field Write,context=char[]:2,0=2
Field Write,context=char[]:2,1=0
Field Write,context=char[]:2,2=8
