Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
New Object,object=Main:1
Method Call,caller=Main#main:1,target=Main:1#Main:1
Field Write,context=Main:1,sc=java.util.Scanner (id=364)
Field Write,context=Main:1,INF=536870911
Method Exit,returner=Main:1#Main:1,value=<void>
Method Call,caller=Main#main:1,target=Main:1#doIt:1
New Object,object=Main$AOJ1225:1
Method Call,caller=Main:1#doIt:1,target=Main$AOJ1225:1#Main$AOJ1225:1
Variable Write,context=Main$AOJ1225:1#Main$AOJ1225:1,sell=java.util.ArrayList (id=368)
Variable Write,context=Main$AOJ1225:1#Main$AOJ1225:1,buy=java.util.ArrayList (id=369)
Variable Write,context=Main$AOJ1225:1#Main$AOJ1225:1,dealer=java.util.HashMap (id=370)
Variable Write,context=Main$AOJ1225:1#Main$AOJ1225:1,comm=java.util.HashMap (id=371)
Field Read,context=Main:1,sc
Variable Write,context=Main$AOJ1225:1#Main$AOJ1225:1,N=3
Variable Write,context=Main$AOJ1225:1#Main$AOJ1225:1,I=0
Field Read,context=Main:1,sc
Field Read,context=Main:1,sc
Field Read,context=Main:1,sc
Variable Write,context=Main$AOJ1225:1#Main$AOJ1225:1,d=PERLIS
Variable Write,context=Main$AOJ1225:1#Main$AOJ1225:1,ff=SELL
Variable Write,context=Main$AOJ1225:1#Main$AOJ1225:1,c=A
Field Read,context=Main:1,sc
Variable Write,context=Main$AOJ1225:1#Main$AOJ1225:1,a=300
Variable Write,context=Main$AOJ1225:1#Main$AOJ1225:1,f=false
New Object,object=Main$AOJ1225$Dealer:1
Method Call,caller=Main$AOJ1225:1#Main$AOJ1225:1,target=Main$AOJ1225$Dealer:1#Main$AOJ1225$Dealer:1
Variable Write,context=Main$AOJ1225$Dealer:1#Main$AOJ1225$Dealer:1,out=0
Variable Write,context=Main$AOJ1225$Dealer:1#Main$AOJ1225$Dealer:1,in=0
Field Write,context=Main$AOJ1225$Dealer:1,in=0
