Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
Variable Write,context=Main#main:1,sc=java.util.Scanner (id=47)
Variable Write,context=Main#main:1,n=3
Variable Write,context=Main#main:1,x=1.0
Variable Write,context=Main#main:1,y=0.0
Variable Write,context=Main#main:1,i=0
Variable Write,context=Main#main:1,y=1.0
Variable Write,context=Main#main:1,i=1
Variable Write,context=Main#main:1,theta=2.356194490192345
Variable Write,context=Main#main:1,x=0.29289321881345254
Variable Write,context=Main#main:1,y=1.7071067811865475
Variable Delete,method=Main#main:1 <name=theta,type=double (id=5),value=<?>,index=6>
Variable Delete,method=Main#main:1 <name=i,type=int (id=7),value=<?>,index=5>
Variable Write,context=Main#main:1,n=6
Variable Write,context=Main#main:1,x=1.0
Variable Write,context=Main#main:1,y=0.0
Variable Write,context=Main#main:1,i=0
Variable Write,context=Main#main:1,y=1.0
Variable Write,context=Main#main:1,i=1
Variable Write,context=Main#main:1,theta=2.356194490192345
Variable Write,context=Main#main:1,x=0.29289321881345254
Variable Write,context=Main#main:1,y=1.7071067811865475
Variable Write,context=Main#main:1,i=2
Variable Delete,method=Main#main:1 <name=theta,type=double (id=5),value=<?>,index=6>
Variable Write,context=Main#main:1,theta=2.971674198862732
Variable Write,context=Main#main:1,x=-0.6927053408400362
Variable Write,context=Main#main:1,y=1.8762087599123103
Variable Write,context=Main#main:1,i=3
Variable Delete,method=Main#main:1 <name=theta,type=double (id=5),value=<?>,index=6>
Variable Write,context=Main#main:1,theta=3.495272974461031
Variable Write,context=Main#main:1,x=-1.6308097207961914
Variable Write,context=Main#main:1,y=1.5298560894922923
Variable Write,context=Main#main:1,i=4
Variable Delete,method=Main#main:1 <name=theta,type=double (id=5),value=<?>,index=6>
Variable Write,context=Main#main:1,theta=3.958920583461837
Variable Write,context=Main#main:1,x=-2.3149821631755447
Variable Write,context=Main#main:1,y=0.8005358106787452
Variable Delete,method=Main#main:1 <name=theta,type=double (id=5),value=<?>,index=6>
Variable Delete,method=Main#main:1 <name=i,type=int (id=7),value=<?>,index=5>
Variable Write,context=Main#main:1,n=-1
Method Exit,returner=Main#main:1,value=<void>
Thread End,
