Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
Variable Write,context=Main#main:1,stdin=java.util.Scanner (id=47)
Variable Write,context=Main#main:1,n=3
Variable Write,context=Main#main:1,s=10
New Object,object=boolean[]:1
Field Write,context=boolean[]:1,0=false
Field Write,context=boolean[]:1,1=false
Field Write,context=boolean[]:1,2=false
Field Write,context=boolean[]:1,3=false
Field Write,context=boolean[]:1,4=false
Field Write,context=boolean[]:1,5=false
Field Write,context=boolean[]:1,6=false
Field Write,context=boolean[]:1,7=false
Field Write,context=boolean[]:1,8=false
Field Write,context=boolean[]:1,9=false
Variable Write,context=Main#main:1,visited=boolean[]:1
Method Call,caller=Main#main:1,target=Main#dfs:1
Variable Write,context=Main#dfs:1,sum=0
Variable Write,context=Main#dfs:1,visited=boolean[]:1
Variable Write,context=Main#dfs:1,s=10
Variable Write,context=Main#dfs:1,n=3
Variable Write,context=Main#dfs:1,depth=0
Variable Write,context=Main#dfs:1,limSum=0
Variable Write,context=Main#dfs:1,limNum=9
Variable Write,context=Main#dfs:1,i=0
Variable Write,context=Main#dfs:1,limSum=27
Variable Write,context=Main#dfs:1,i=1
Variable Write,context=Main#dfs:1,limSum=45
Variable Write,context=Main#dfs:1,i=2
Variable Write,context=Main#dfs:1,limSum=54
Variable Delete,method=Main#dfs:1 <name=i,type=int (id=7),value=<?>,index=7>
Variable Write,context=Main#dfs:1,comb=0
Variable Write,context=Main#dfs:1,i=0
Method Call,caller=Main#dfs:1,target=Main#dfs:2
Variable Write,context=Main#dfs:2,sum=0
Variable Write,context=Main#dfs:2,visited=boolean[]:1
Variable Write,context=Main#dfs:2,s=10
Variable Write,context=Main#dfs:2,n=3
Variable Write,context=Main#dfs:2,depth=1
Variable Write,context=Main#dfs:2,limSum=0
Variable Write,context=Main#dfs:2,limNum=9
Variable Write,context=Main#dfs:2,i=0
Variable Write,context=Main#dfs:2,limSum=27
Variable Write,context=Main#dfs:2,i=1
