Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#<clinit>:1
Field Write,context=Main,queue=int[100001] (id=21)
Field Write,context=Main,tp=0
Field Write,context=Main,bp=0
Method Exit,returner=Main#<clinit>:1,value=<void>
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
Variable Write,context=Main#main:1,br=java.io.BufferedReader (id=26)
Variable Write,context=Main#main:1,input=5: 2 - 3
New Object,object=java.lang.String[]:2
Field Write,context=java.lang.String[]:2,0=5
Field Write,context=java.lang.String[]:2,1= 2 - 3
Variable Write,context=Main#main:1,in=java.lang.String[]:2
Method Call,caller=Main#main:1,target=Main#add_stack:1
Variable Write,context=Main#add_stack:1,line= 2 - 3
Method Call,caller=Main#add_stack:1,target=Main#clean:1
Field Write,context=Main,bp=0
Field Write,context=Main,tp=0
Method Exit,returner=Main#clean:1,value=<void>
New Object,object=char[]:1
Field Write,context=char[]:1,0=
Field Write,context=char[]:1,1=2
Field Write,context=char[]:1,2=
Field Write,context=char[]:1,3=-
Field Write,context=char[]:1,4=
Field Write,context=char[]:1,5=3
Variable Write,context=Main#add_stack:1,input=char[]:1
Variable Write,context=Main#add_stack:1,count=-1
Variable Write,context=Main#add_stack:1,c=
Variable Write,context=Main#add_stack:1,count=-1
Variable Write,context=Main#add_stack:1,c=2
Variable Write,context=Main#add_stack:1,count=0
Variable Write,context=Main#add_stack:1,count=0
Variable Write,context=Main#add_stack:1,count=2
Variable Write,context=Main#add_stack:1,c=
Method Call,caller=Main#add_stack:1,target=Main#push:1
Variable Write,context=Main#push:1,x=2
Field Read,context=Main,queue
Field Read,context=Main,tp
Field Read,context=Main,tp
Method Call,caller=Main#push:1,target=Main#next_index:1
Variable Write,context=Main#next_index:1,index=0
Variable Write,context=Main#next_index:1,result=1
Method Exit,returner=Main#next_index:1,value=1
Field Write,context=Main,tp=1
Method Exit,returner=Main#push:1,value=<void>
Variable Write,context=Main#add_stack:1,count=-1
Variable Write,context=Main#add_stack:1,c=-
Variable Write,context=Main#add_stack:1,count=-1
Method Call,caller=Main#add_stack:1,target=Main#push:2
Variable Write,context=Main#push:2,x=-2
Field Read,context=Main,queue
Field Read,context=Main,tp
Field Read,context=Main,tp
Method Call,caller=Main#push:2,target=Main#next_index:2
Variable Write,context=Main#next_index:2,index=1
Variable Write,context=Main#next_index:2,result=2
Method Exit,returner=Main#next_index:2,value=2
Field Write,context=Main,tp=2
Method Exit,returner=Main#push:2,value=<void>
Variable Write,context=Main#add_stack:1,c=
Variable Write,context=Main#add_stack:1,count=-1
Variable Write,context=Main#add_stack:1,c=3
Variable Write,context=Main#add_stack:1,count=0
Variable Write,context=Main#add_stack:1,count=0
Variable Write,context=Main#add_stack:1,count=3
Variable Delete,method=Main#add_stack:1 <name=c,type=char (id=4),value=<?>,index=3>
Method Call,caller=Main#add_stack:1,target=Main#push:3
Variable Write,context=Main#push:3,x=3
Field Read,context=Main,queue
Field Read,context=Main,tp
Field Read,context=Main,tp
Method Call,caller=Main#push:3,target=Main#next_index:3
Variable Write,context=Main#next_index:3,index=2
Variable Write,context=Main#next_index:3,result=3
Method Exit,returner=Main#next_index:3,value=3
Field Write,context=Main,tp=3
Method Exit,returner=Main#push:3,value=<void>
Method Exit,returner=Main#add_stack:1,value=<void>
Variable Write,context=Main#main:1,mod=5
Method Call,caller=Main#main:1,target=Main#calc_parse_1:1
Variable Write,context=Main#calc_parse_1:1,mod=5
Method Call,caller=Main#calc_parse_1:1,target=Main#calc_parse_2:1
Variable Write,context=Main#calc_parse_2:1,mod=5
Method Call,caller=Main#calc_parse_2:1,target=Main#calc_parse_3:1
Variable Write,context=Main#calc_parse_3:1,mod=5
Method Call,caller=Main#calc_parse_3:1,target=Main#is_empty:1
Field Read,context=Main,tp
Field Read,context=Main,bp
Variable Write,context=Main#is_empty:1,result=false
Method Exit,returner=Main#is_empty:1,value=false
Method Call,caller=Main#calc_parse_3:1,target=Main#peek:1
Field Read,context=Main,queue
Field Read,context=Main,bp
Variable Write,context=Main#peek:1,result=2
Method Exit,returner=Main#peek:1,value=2
Method Call,caller=Main#calc_parse_3:1,target=Main#pop:1
Field Read,context=Main,bp
Variable Write,context=Main#pop:1,old=0
Field Read,context=Main,bp
Method Call,caller=Main#pop:1,target=Main#next_index:4
Variable Write,context=Main#next_index:4,index=0
Variable Write,context=Main#next_index:4,result=1
Method Exit,returner=Main#next_index:4,value=1
Field Write,context=Main,bp=1
Field Read,context=Main,queue
Variable Write,context=Main#pop:1,result=2
Method Exit,returner=Main#pop:1,value=2
Variable Write,context=Main#calc_parse_3:1,number=2
Variable Write,context=Main#calc_parse_3:1,result=2
Method Exit,returner=Main#calc_parse_3:1,value=2
Variable Write,context=Main#calc_parse_2:1,left=2
Method Call,caller=Main#calc_parse_2:1,target=Main#is_empty:2
Field Read,context=Main,tp
Field Read,context=Main,bp
Variable Write,context=Main#is_empty:2,result=false
Method Exit,returner=Main#is_empty:2,value=false
Method Call,caller=Main#calc_parse_2:1,target=Main#peek:2
Field Read,context=Main,queue
Field Read,context=Main,bp
Variable Write,context=Main#peek:2,result=-2
Method Exit,returner=Main#peek:2,value=-2
Method Call,caller=Main#calc_parse_2:1,target=Main#peek:3
Field Read,context=Main,queue
Field Read,context=Main,bp
Variable Write,context=Main#peek:3,result=-2
Method Exit,returner=Main#peek:3,value=-2
Variable Write,context=Main#calc_parse_2:1,result=2
Method Exit,returner=Main#calc_parse_2:1,value=2
Variable Write,context=Main#calc_parse_1:1,left=2
Method Call,caller=Main#calc_parse_1:1,target=Main#is_empty:3
Field Read,context=Main,tp
Field Read,context=Main,bp
Variable Write,context=Main#is_empty:3,result=false
Method Exit,returner=Main#is_empty:3,value=false
Method Call,caller=Main#calc_parse_1:1,target=Main#peek:4
Field Read,context=Main,queue
Field Read,context=Main,bp
Variable Write,context=Main#peek:4,result=-2
Method Exit,returner=Main#peek:4,value=-2
Method Call,caller=Main#calc_parse_1:1,target=Main#peek:5
Field Read,context=Main,queue
Field Read,context=Main,bp
Variable Write,context=Main#peek:5,result=-2
Method Exit,returner=Main#peek:5,value=-2
Method Call,caller=Main#calc_parse_1:1,target=Main#pop:2
Field Read,context=Main,bp
Variable Write,context=Main#pop:2,old=1
Field Read,context=Main,bp
Method Call,caller=Main#pop:2,target=Main#next_index:5
Variable Write,context=Main#next_index:5,index=1
Variable Write,context=Main#next_index:5,result=2
Method Exit,returner=Main#next_index:5,value=2
Field Write,context=Main,bp=2
Field Read,context=Main,queue
Variable Write,context=Main#pop:2,result=-2
Method Exit,returner=Main#pop:2,value=-2
Variable Write,context=Main#calc_parse_1:1,type=-2
Method Call,caller=Main#calc_parse_1:1,target=Main#calc_parse_2:2
Variable Write,context=Main#calc_parse_2:2,mod=5
Method Call,caller=Main#calc_parse_2:2,target=Main#calc_parse_3:2
Variable Write,context=Main#calc_parse_3:2,mod=5
