Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
Variable Write,context=Main#main:1,sc=java.util.Scanner (id=363)
Variable Write,context=Main#main:1,n=2
New Object,object=int[]:1
Field Write,context=int[]:1,0=0
Field Write,context=int[]:1,1=0
Field Write,context=int[]:1,2=0
Variable Write,context=Main#main:1,places=int[]:1
New Object,object=int[]:2
Field Write,context=int[]:2,0=0
Field Write,context=int[]:2,1=0
Field Write,context=int[]:2,2=0
Variable Write,context=Main#main:1,in_times=int[]:2
Variable Write,context=Main#main:1,i=0
Field Write,context=int[]:1,0=10
Variable Write,context=Main#main:1,places=int[]:1
Field Write,context=int[]:2,0=100
Variable Write,context=Main#main:1,in_times=int[]:2
Variable Write,context=Main#main:1,i=1
Field Write,context=int[]:1,1=100
Variable Write,context=Main#main:1,places=int[]:1
Field Write,context=int[]:2,1=270
Variable Write,context=Main#main:1,in_times=int[]:2
Variable Delete,method=Main#main:1 <name=i,type=int (id=7),value=<?>,index=5>
New Object,object=int[]:3
Field Write,context=int[]:3,0=0
Field Write,context=int[]:3,1=0
Field Write,context=int[]:3,2=0
Variable Write,context=Main#main:1,times=int[]:3
Field Write,context=int[]:3,0=100
Variable Write,context=Main#main:1,times=int[]:3
Variable Write,context=Main#main:1,i=1
Field Write,context=int[]:3,1=170
Variable Write,context=Main#main:1,times=int[]:3
Field Write,context=int[]:3,2=2147483647
Variable Write,context=Main#main:1,times=int[]:3
Variable Delete,method=Main#main:1 <name=i,type=int (id=7),value=<?>,index=7>
Variable Write,context=Main#main:1,places=int[]:1
New Object,object=boolean[][][]:1
New Object,object=boolean[][]:1
Field Write,context=boolean[][]:1,0=boolean[50001] (id=373)
Field Write,context=boolean[][]:1,1=boolean[50001] (id=374)
Field Write,context=boolean[][]:1,2=boolean[50001] (id=375)
Field Write,context=boolean[][]:1,3=boolean[50001] (id=376)
Field Write,context=boolean[][][]:1,0=boolean[][]:1
New Object,object=boolean[][]:2
