Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
Variable Write,context=Main#main:1,sc=java.util.Scanner (id=47)
New Object,object=Main$Pos[]:1
Field Write,context=Main$Pos[]:1,0=null
Field Write,context=Main$Pos[]:1,1=null
Field Write,context=Main$Pos[]:1,2=null
Variable Write,context=Main#main:1,p=Main$Pos[]:1
Variable Write,context=Main#main:1,n=5
Variable Write,context=Main#main:1,i=0
Variable Write,context=Main#main:1,j=0
New Object,object=Main$Pos:1
Method Call,caller=Main#main:1,target=Main$Pos:1#Main$Pos:1
Variable Write,context=Main$Pos:1#Main$Pos:1,x=2.0
Variable Write,context=Main$Pos:1#Main$Pos:1,y=5.0
Field Write,context=Main$Pos:1,x=2.0
Field Write,context=Main$Pos:1,y=5.0
Method Exit,returner=Main$Pos:1#Main$Pos:1,value=<void>
Field Write,context=Main$Pos[]:1,0=Main$Pos:1
Variable Write,context=Main#main:1,p=Main$Pos[]:1
Variable Write,context=Main#main:1,j=1
New Object,object=Main$Pos:2
Method Call,caller=Main#main:1,target=Main$Pos:2#Main$Pos:2
Variable Write,context=Main$Pos:2#Main$Pos:2,x=9.0
Variable Write,context=Main$Pos:2#Main$Pos:2,y=2.0
Field Write,context=Main$Pos:2,x=9.0
Field Write,context=Main$Pos:2,y=2.0
Method Exit,returner=Main$Pos:2#Main$Pos:2,value=<void>
Field Write,context=Main$Pos[]:1,1=Main$Pos:2
Variable Write,context=Main#main:1,p=Main$Pos[]:1
Variable Write,context=Main#main:1,j=2
New Object,object=Main$Pos:3
Method Call,caller=Main#main:1,target=Main$Pos:3#Main$Pos:3
Variable Write,context=Main$Pos:3#Main$Pos:3,x=8.0
Variable Write,context=Main$Pos:3#Main$Pos:3,y=9.0
Field Write,context=Main$Pos:3,x=8.0
Field Write,context=Main$Pos:3,y=9.0
Method Exit,returner=Main$Pos:3#Main$Pos:3,value=<void>
Field Write,context=Main$Pos[]:1,2=Main$Pos:3
