Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
Variable Write,context=Main#main:1,sc=java.util.Scanner (id=47)
New Object,object=java.lang.String[]:2
Field Write,context=java.lang.String[]:2,0=1
Field Write,context=java.lang.String[]:2,1=1
Field Write,context=java.lang.String[]:2,2=1
Field Write,context=java.lang.String[]:2,3=1
Field Write,context=java.lang.String[]:2,4=1
Field Write,context=java.lang.String[]:2,5=1
Field Write,context=java.lang.String[]:2,6=1
Field Write,context=java.lang.String[]:2,7=1
Field Write,context=java.lang.String[]:2,8=1
Field Write,context=java.lang.String[]:2,9=1
Field Write,context=java.lang.String[]:2,10=40
Field Write,context=java.lang.String[]:2,11=60
Variable Write,context=Main#main:1,s=java.lang.String[]:2
New Object,object=int[]:1
Field Write,context=int[]:1,0=0
Field Write,context=int[]:1,1=0
Field Write,context=int[]:1,2=0
Field Write,context=int[]:1,3=0
Field Write,context=int[]:1,4=0
Field Write,context=int[]:1,5=0
Field Write,context=int[]:1,6=0
Field Write,context=int[]:1,7=0
Field Write,context=int[]:1,8=0
Field Write,context=int[]:1,9=0
Field Write,context=int[]:1,10=0
Variable Write,context=Main#main:1,a=int[]:1
Variable Write,context=Main#main:1,sum=0
Variable Write,context=Main#main:1,i=0
Field Write,context=int[]:1,0=1
Variable Write,context=Main#main:1,a=int[]:1
Variable Write,context=Main#main:1,sum=1
Variable Write,context=Main#main:1,i=1
Field Write,context=int[]:1,1=1
Variable Write,context=Main#main:1,a=int[]:1
Variable Write,context=Main#main:1,sum=2
Variable Write,context=Main#main:1,i=2
Field Write,context=int[]:1,2=1
Variable Write,context=Main#main:1,a=int[]:1
Variable Write,context=Main#main:1,sum=3
Variable Write,context=Main#main:1,i=3
Field Write,context=int[]:1,3=1
Variable Write,context=Main#main:1,a=int[]:1
Variable Write,context=Main#main:1,sum=4
Variable Write,context=Main#main:1,i=4
Field Write,context=int[]:1,4=1
Variable Write,context=Main#main:1,a=int[]:1
