Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
New Object,object=Main:1
Method Call,caller=Main#main:1,target=Main:1#Main:1
Field Write,context=Main:1,sc=java.util.Scanner (id=365)
Method Exit,returner=Main:1#Main:1,value=<void>
Variable Write,context=Main#main:1,m=Main:1
Method Call,caller=Main#main:1,target=Main:1#run:1
Field Read,context=Main:1,sc
Variable Write,context=Main:1#run:1,buffer=-(x^3-3x^2+3x-1)
New Object,object=Main$E:1
Method Call,caller=Main:1#run:1,target=Main$E:1#Main$E:1
Variable Write,context=Main$E:1#Main$E:1,buffer=-(x^3-3x^2+3x-1)
Field Write,context=Main$E:1,m=java.util.LinkedList (id=370)
Variable Write,context=Main$E:1#Main$E:1,depth=0
Variable Write,context=Main$E:1#Main$E:1,z=
Variable Write,context=Main$E:1#Main$E:1,i=0
Variable Write,context=Main$E:1#Main$E:1,z=
Variable Write,context=Main$E:1#Main$E:1,z=-
Variable Write,context=Main$E:1#Main$E:1,i=1
Variable Write,context=Main$E:1#Main$E:1,depth=1
Variable Write,context=Main$E:1#Main$E:1,z=-(
Variable Write,context=Main$E:1#Main$E:1,i=2
Variable Write,context=Main$E:1#Main$E:1,z=-(x
Variable Write,context=Main$E:1#Main$E:1,i=3
Variable Write,context=Main$E:1#Main$E:1,z=-(x^
Variable Write,context=Main$E:1#Main$E:1,i=4
Variable Write,context=Main$E:1#Main$E:1,z=-(x^3
Variable Write,context=Main$E:1#Main$E:1,i=5
Variable Write,context=Main$E:1#Main$E:1,z=-(x^3-
Variable Write,context=Main$E:1#Main$E:1,i=6
Variable Write,context=Main$E:1#Main$E:1,z=-(x^3-3
Variable Write,context=Main$E:1#Main$E:1,i=7
Variable Write,context=Main$E:1#Main$E:1,z=-(x^3-3x
Variable Write,context=Main$E:1#Main$E:1,i=8
Variable Write,context=Main$E:1#Main$E:1,z=-(x^3-3x^
Variable Write,context=Main$E:1#Main$E:1,i=9
