Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
New Object,object=Main:1
Method Call,caller=Main#main:1,target=Main:1#Main:1
Field Write,context=Main:1,sc=java.util.Scanner (id=365)
Method Exit,returner=Main:1#Main:1,value=<void>
Method Call,caller=Main#main:1,target=Main:1#run:1
Field Read,context=Main:1,sc
Variable Write,context=Main:1#run:1,n=2
New Object,object=java.lang.String[][]:1
New Object,object=java.lang.String[]:2
Field Write,context=java.lang.String[]:2,0=null
Field Write,context=java.lang.String[]:2,1=null
Field Write,context=java.lang.String[][]:1,0=java.lang.String[]:2
New Object,object=java.lang.String[]:3
Field Write,context=java.lang.String[]:3,0=null
Field Write,context=java.lang.String[]:3,1=null
Field Write,context=java.lang.String[][]:1,1=java.lang.String[]:3
Variable Write,context=Main:1#run:1,sed=java.lang.String[][]:1
Variable Write,context=Main:1#run:1,i=0
Field Read,context=Main:1,sc
Field Read,context=Main:1,sc
Variable Write,context=Main:1#run:1,i=1
Field Read,context=Main:1,sc
Field Read,context=Main:1,sc
Field Read,context=Main:1,sc
Variable Delete,method=Main:1#run:1 <name=i,type=int (id=7),value=<?>,index=2>
Variable Write,context=Main:1#run:1,from=a
Field Read,context=Main:1,sc
Variable Write,context=Main:1#run:1,to=bbbbbbbb
Variable Write,context=Main:1#run:1,que=java.util.LinkedList (id=372)
Variable Write,context=Main:1#run:1,set=java.util.HashSet (id=375)
Variable Write,context=Main:1#run:1,cnt=0
Variable Write,context=Main:1#run:1,size=1
Variable Write,context=Main:1#run:1,i=0
Variable Write,context=Main:1#run:1,s=a
Variable Write,context=Main:1#run:1,j=0
Variable Write,context=Main:1#run:1,m=bb
Variable Write,context=Main:1#run:1,j=1
Variable Delete,method=Main:1#run:1 <name=m,type=java.lang.String (id=25),value=<?>,index=12>
Variable Write,context=Main:1#run:1,m=a
Variable Delete,method=Main:1#run:1 <name=m,type=java.lang.String (id=25),value=<?>,index=12>
