Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
Variable Write,context=Main#main:1,scanner=java.util.Scanner (id=363)
Variable Write,context=Main#main:1,n=4
Variable Write,context=Main#main:1,m=6
New Object,object=int[]:1
Field Write,context=int[]:1,0=0
Field Write,context=int[]:1,1=0
Field Write,context=int[]:1,2=0
Field Write,context=int[]:1,3=0
Field Write,context=int[]:1,4=0
Field Write,context=int[]:1,5=0
Variable Write,context=Main#main:1,location=int[]:1
Variable Write,context=Main#main:1,count=4
Variable Write,context=Main#main:1,flag=true
Variable Write,context=Main#main:1,i=0
Variable Write,context=Main#main:1,location=int[]:1
Variable Write,context=Main#main:1,i=1
Variable Write,context=Main#main:1,location=int[]:1
Variable Write,context=Main#main:1,i=2
Variable Write,context=Main#main:1,location=int[]:1
Variable Write,context=Main#main:1,i=3
Variable Write,context=Main#main:1,location=int[]:1
Variable Write,context=Main#main:1,i=4
Variable Write,context=Main#main:1,location=int[]:1
Variable Write,context=Main#main:1,i=5
Variable Write,context=Main#main:1,location=int[]:1
Variable Delete,method=Main#main:1 <name=i,type=int (id=7),value=<?>,index=7>
Variable Write,context=Main#main:1,i=0
Variable Write,context=Main#main:1,j=0
Field Write,context=int[]:1,0=1
Variable Write,context=Main#main:1,location=int[]:1
Variable Write,context=Main#main:1,j=1
Variable Write,context=Main#main:1,location=int[]:1
Variable Write,context=Main#main:1,j=2
Field Write,context=int[]:1,2=1
Variable Write,context=Main#main:1,location=int[]:1
Variable Write,context=Main#main:1,j=3
Variable Write,context=Main#main:1,location=int[]:1
Variable Write,context=Main#main:1,j=4
Field Write,context=int[]:1,4=1
Variable Write,context=Main#main:1,location=int[]:1
Variable Write,context=Main#main:1,j=5
Field Write,context=int[]:1,5=1
Variable Write,context=Main#main:1,location=int[]:1
Variable Write,context=Main#main:1,i=1
Variable Delete,method=Main#main:1 <name=j,type=int (id=7),value=<?>,index=9>
Variable Write,context=Main#main:1,j=0
