Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
Variable Write,context=Main#main:1,sc=java.io.BufferedReader (id=24)
Variable Write,context=Main#main:1,flag2=true
New Object,object=java.lang.String[]:2
Field Write,context=java.lang.String[]:2,0=2001
Field Write,context=java.lang.String[]:2,1=2010
Variable Write,context=Main#main:1,xt=java.lang.String[]:2
Variable Write,context=Main#main:1,a=2001
Variable Write,context=Main#main:1,b=2010
Variable Write,context=Main#main:1,flag=false
Variable Write,context=Main#main:1,i=2001
Variable Write,context=Main#main:1,i=2002
Variable Write,context=Main#main:1,i=2003
Variable Write,context=Main#main:1,i=2004
Variable Write,context=Main#main:1,flag=true
Variable Write,context=Main#main:1,i=2005
Variable Write,context=Main#main:1,i=2006
Variable Write,context=Main#main:1,i=2007
Variable Write,context=Main#main:1,i=2008
Variable Write,context=Main#main:1,flag=true
Variable Write,context=Main#main:1,i=2009
Variable Write,context=Main#main:1,i=2010
Variable Delete,method=Main#main:1 <name=i,type=int (id=7),value=<?>,index=7>
Variable Write,context=Main#main:1,flag2=false
Variable Delete,method=Main#main:1 <name=xt,type=java.lang.String[] (id=59),value=java.lang.String[]:5,index=4>
Variable Delete,method=Main#main:1 <name=a,type=int (id=7),value=0,index=5>
Variable Delete,method=Main#main:1 <name=b,type=int (id=7),value=0,index=6>
New Object,object=java.lang.String[]:3
Field Write,context=java.lang.String[]:3,0=2005
Field Write,context=java.lang.String[]:3,1=2005
Variable Write,context=Main#main:1,xt=java.lang.String[]:3
Variable Write,context=Main#main:1,a=2005
Variable Write,context=Main#main:1,b=2005
Variable Write,context=Main#main:1,flag=false
Variable Write,context=Main#main:1,i=2005
Variable Delete,method=Main#main:1 <name=i,type=int (id=7),value=<?>,index=7>
Variable Write,context=Main#main:1,flag2=false
Variable Delete,method=Main#main:1 <name=xt,type=java.lang.String[] (id=59),value=java.lang.String[]:5,index=4>
Variable Delete,method=Main#main:1 <name=a,type=int (id=7),value=0,index=5>
Variable Delete,method=Main#main:1 <name=b,type=int (id=7),value=0,index=6>
New Object,object=java.lang.String[]:4
Field Write,context=java.lang.String[]:4,0=2001
Field Write,context=java.lang.String[]:4,1=2010
Variable Write,context=Main#main:1,xt=java.lang.String[]:4
Variable Write,context=Main#main:1,a=2001
Variable Write,context=Main#main:1,b=2010
Variable Write,context=Main#main:1,flag=false
Variable Write,context=Main#main:1,i=2001
Variable Write,context=Main#main:1,i=2002
Variable Write,context=Main#main:1,i=2003
Variable Write,context=Main#main:1,i=2004
Variable Write,context=Main#main:1,flag=true
Variable Write,context=Main#main:1,i=2005
Variable Write,context=Main#main:1,i=2006
Variable Write,context=Main#main:1,i=2007
Variable Write,context=Main#main:1,i=2008
Variable Write,context=Main#main:1,flag=true
Variable Write,context=Main#main:1,i=2009
Variable Write,context=Main#main:1,i=2010
Variable Delete,method=Main#main:1 <name=i,type=int (id=7),value=<?>,index=7>
Variable Write,context=Main#main:1,flag2=false
Variable Delete,method=Main#main:1 <name=xt,type=java.lang.String[] (id=59),value=java.lang.String[]:5,index=4>
Variable Delete,method=Main#main:1 <name=a,type=int (id=7),value=0,index=5>
Variable Delete,method=Main#main:1 <name=b,type=int (id=7),value=0,index=6>
New Object,object=java.lang.String[]:5
Field Write,context=java.lang.String[]:5,0=0
Field Write,context=java.lang.String[]:5,1=0
Variable Write,context=Main#main:1,xt=java.lang.String[]:5
Variable Write,context=Main#main:1,a=0
Variable Write,context=Main#main:1,b=0
Method Exit,returner=Main#main:1,value=<void>
Thread End,
