Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
Variable Write,context=Main#main:1,in=java.util.Scanner (id=363)
Variable Write,context=Main#main:1,w=0
Variable Write,context=Main#main:1,k=0
New Object,object=int[]:1
Field Write,context=int[]:1,0=0
Field Write,context=int[]:1,1=0
Field Write,context=int[]:1,2=0
Field Write,context=int[]:1,3=0
Field Write,context=int[]:1,4=0
Field Write,context=int[]:1,5=0
Field Write,context=int[]:1,6=0
Field Write,context=int[]:1,7=0
Field Write,context=int[]:1,8=0
Field Write,context=int[]:1,9=0
Variable Write,context=Main#main:1,ws=int[]:1
New Object,object=int[]:2
Field Write,context=int[]:2,0=0
Field Write,context=int[]:2,1=0
Field Write,context=int[]:2,2=0
Field Write,context=int[]:2,3=0
Field Write,context=int[]:2,4=0
Field Write,context=int[]:2,5=0
Field Write,context=int[]:2,6=0
Field Write,context=int[]:2,7=0
Field Write,context=int[]:2,8=0
Field Write,context=int[]:2,9=0
Variable Write,context=Main#main:1,ks=int[]:2
Variable Write,context=Main#main:1,i=0
Field Write,context=int[]:1,0=23
Variable Write,context=Main#main:1,ws=int[]:1
Variable Write,context=Main#main:1,i=1
Field Write,context=int[]:1,1=23
Variable Write,context=Main#main:1,ws=int[]:1
Variable Write,context=Main#main:1,i=2
Field Write,context=int[]:1,2=20
Variable Write,context=Main#main:1,ws=int[]:1
Variable Write,context=Main#main:1,i=3
Field Write,context=int[]:1,3=15
Variable Write,context=Main#main:1,ws=int[]:1
Variable Write,context=Main#main:1,i=4
Field Write,context=int[]:1,4=15
Variable Write,context=Main#main:1,ws=int[]:1
Variable Write,context=Main#main:1,i=5
Field Write,context=int[]:1,5=14
Variable Write,context=Main#main:1,ws=int[]:1
Variable Write,context=Main#main:1,i=6
Field Write,context=int[]:1,6=13
Variable Write,context=Main#main:1,ws=int[]:1
Variable Write,context=Main#main:1,i=7
Field Write,context=int[]:1,7=9
Variable Write,context=Main#main:1,ws=int[]:1
Variable Write,context=Main#main:1,i=8
Field Write,context=int[]:1,8=7
Variable Write,context=Main#main:1,ws=int[]:1
Variable Write,context=Main#main:1,i=9
Field Write,context=int[]:1,9=6
Variable Write,context=Main#main:1,ws=int[]:1
Variable Delete,method=Main#main:1 <name=i,type=int (id=7),value=<?>,index=6>
Variable Write,context=Main#main:1,i=0
Field Write,context=int[]:2,0=25
Variable Write,context=Main#main:1,ks=int[]:2
Variable Write,context=Main#main:1,i=1
Field Write,context=int[]:2,1=19
Variable Write,context=Main#main:1,ks=int[]:2
Variable Write,context=Main#main:1,i=2
Field Write,context=int[]:2,2=17
Variable Write,context=Main#main:1,ks=int[]:2
Variable Write,context=Main#main:1,i=3
Field Write,context=int[]:2,3=17
Variable Write,context=Main#main:1,ks=int[]:2
Variable Write,context=Main#main:1,i=4
Field Write,context=int[]:2,4=16
Variable Write,context=Main#main:1,ks=int[]:2
Variable Write,context=Main#main:1,i=5
Field Write,context=int[]:2,5=13
Variable Write,context=Main#main:1,ks=int[]:2
Variable Write,context=Main#main:1,i=6
Field Write,context=int[]:2,6=12
Variable Write,context=Main#main:1,ks=int[]:2
Variable Write,context=Main#main:1,i=7
Field Write,context=int[]:2,7=11
Variable Write,context=Main#main:1,ks=int[]:2
Variable Write,context=Main#main:1,i=8
Field Write,context=int[]:2,8=9
Variable Write,context=Main#main:1,ks=int[]:2
Variable Write,context=Main#main:1,i=9
Field Write,context=int[]:2,9=5
Variable Write,context=Main#main:1,ks=int[]:2
Variable Delete,method=Main#main:1 <name=i,type=int (id=7),value=<?>,index=7>
Variable Write,context=Main#main:1,i=0
Variable Write,context=Main#main:1,w=23
Variable Write,context=Main#main:1,i=1
Variable Write,context=Main#main:1,w=46
Variable Write,context=Main#main:1,i=2
Variable Write,context=Main#main:1,w=66
Variable Delete,method=Main#main:1 <name=i,type=int (id=7),value=<?>,index=8>
Variable Write,context=Main#main:1,i=0
Variable Write,context=Main#main:1,k=25
Variable Write,context=Main#main:1,i=1
Variable Write,context=Main#main:1,k=44
Variable Write,context=Main#main:1,i=2
Variable Write,context=Main#main:1,k=61
Variable Delete,method=Main#main:1 <name=i,type=int (id=7),value=<?>,index=9>
Method Exit,returner=Main#main:1,value=<void>
Thread End,
